,FSU,Sector,NSS-region,State,District,Stratum,Sub-stratum,Sub round,FOD sub region,Sample HHID,PersonID,RelationToHead,Gender,Age,MaritalStatus,Education,PrincipleActivity,IndustryOfWork,NSC,MULT
3610,21430,2,11,1,07,02,01,3,0110,01,5,6,1,10,1,2,91,0,4,37714
3611,21430,2,11,1,07,02,01,3,0110,01,6,6,1,4,1,1,0,0,4,37714
3612,21430,2,11,1,07,02,01,3,0110,02,1,1,1,30,2,4,41,41,4,37714
3613,21430,2,11,1,07,02,01,3,0110,03,1,1,1,66,2,11,94,0,4,37714
3614,21430,2,11,1,07,02,01,3,0110,03,2,2,2,60,2,4,92,0,4,37714
3615,21430,2,11,1,07,02,01,3,0110,03,3,3,1,35,2,11,31,85,4,37714
3616,21430,2,11,1,07,02,01,3,0110,03,4,4,2,27,2,6,92,0,4,37714
3617,21430,2,11,1,07,02,01,3,0110,04,1,1,1,53,2,7,31,85,4,37714
3618,21430,2,11,1,07,02,01,3,0110,04,2,2,2,50,2,5,92,0,4,37714
3619,21430,2,11,1,07,02,01,3,0110,04,3,3,2,24,2,6,92,0,4,37714
3620,21430,2,11,1,07,02,01,3,0110,04,4,4,1,25,2,5,41,42,4,37714
3621,21430,2,11,1,07,02,01,3,0110,04,5,6,2,7,1,2,91,0,4,37714
3622,21430,2,11,1,07,02,01,3,0110,04,6,6,2,3,1,1,0,0,4,37714
3623,21430,2,11,1,07,02,01,3,0110,04,7,7,2,80,3,1,94,0,4,37714
3624,21430,2,11,1,07,02,01,3,0110,05,1,1,1,81,3,5,94,0,4,37714
3625,21430,2,11,1,07,02,01,3,0110,05,2,3,1,49,2,4,11,56,4,37714
3626,21430,2,11,1,07,02,01,3,0110,05,3,4,2,44,2,5,92,0,4,37714
3627,21430,2,11,1,07,02,01,3,0110,05,4,6,1,18,1,5,91,0,4,37714
3628,21430,2,11,1,07,02,01,3,0110,05,5,6,2,16,1,5,91,0,4,37714
3629,21430,2,11,1,07,02,01,3,0110,06,1,1,1,51,2,1,41,42,4,37714
3630,21430,2,11,1,07,02,01,3,0110,06,2,2,2,49,2,1,92,0,4,37714
3631,21430,2,11,1,07,02,01,3,0110,06,3,5,1,28,1,4,41,42,4,37714
3632,21430,2,11,1,07,02,01,3,0110,06,4,5,1,26,1,4,41,42,4,37714
3633,21430,2,11,1,07,02,01,3,0110,06,5,5,2,23,1,5,92,0,4,37714
3634,21430,2,11,1,07,02,01,3,0110,06,6,5,1,20,1,4,91,0,4,37714
3635,21430,2,11,1,07,02,01,3,0110,07,1,1,1,66,2,1,94,0,4,37714
3636,21430,2,11,1,07,02,01,3,0110,07,2,2,2,60,2,1,92,0,4,37714
3637,21430,2,11,1,07,02,01,3,0110,07,3,3,1,34,2,11,31,86,4,37714
3638,21430,2,11,1,07,02,01,3,0110,07,4,4,2,29,2,12,81,0,4,37714
3639,21430,2,11,1,07,02,01,3,0110,08,1,1,1,45,2,11,31,1,4,37714
3640,21430,2,11,1,07,02,01,3,0110,08,2,2,2,26,2,6,92,0,4,37714
3641,21430,2,11,1,07,02,01,3,0110,08,3,5,1,1,1,1,0,0,4,37714
3642,21430,2,11,1,07,02,01,3,0110,08,4,5,2,5,1,1,0,0,4,37714
3643,21430,2,11,1,07,02,01,3,0110,09,1,1,2,70,3,1,94,0,4,37714
3644,21430,2,11,1,07,02,01,3,0110,09,2,3,1,37,2,4,31,43,4,37714
3645,21430,2,11,1,07,02,01,3,0110,09,3,4,2,29,2,5,92,0,4,37714
3646,21430,2,11,1,07,02,01,3,0110,09,4,6,2,3,1,1,0,0,4,37714
3647,21430,2,11,1,07,02,01,3,0110,09,5,5,1,45,1,6,41,42,4,37714
3648,21430,2,11,1,07,02,01,3,0110,10,1,1,1,70,2,4,94,0,4,37714
3649,21430,2,11,1,07,02,01,3,0110,10,2,2,2,60,2,1,92,0,4,37714
3650,21430,2,11,1,07,02,01,3,0110,10,3,3,1,35,2,3,11,56,4,37714
3651,21430,2,11,1,07,02,01,3,0110,10,4,4,2,30,2,1,92,0,4,37714
3652,21430,2,11,1,07,02,01,3,0110,10,5,6,1,10,1,2,91,0,4,37714
3653,21430,2,11,1,07,02,01,3,0110,10,6,6,2,6,1,2,91,0,4,37714
3654,21430,2,11,1,07,02,01,3,0110,11,1,1,1,40,2,1,41,42,4,37714
3655,21430,2,11,1,07,02,01,3,0110,11,2,2,2,35,2,1,92,0,4,37714
3656,21430,2,11,1,07,02,01,3,0110,11,3,5,1,20,1,3,31,49,4,37714
3657,21430,2,11,1,07,02,01,3,0110,11,4,5,1,17,1,4,91,0,4,37714
3658,21430,2,11,1,07,02,01,3,0110,11,5,5,1,12,1,3,91,0,4,37714
3659,21430,2,11,1,07,02,01,3,0110,11,6,5,2,18,1,3,92,0,4,37714
3660,21430,2,11,1,07,02,01,3,0110,12,1,1,1,33,2,4,31,1,4,37714
3661,21430,2,11,1,07,02,01,3,0110,12,2,2,2,27,2,4,92,0,4,37714
3662,21430,2,11,1,07,02,01,3,0110,12,3,5,1,3,1,1,0,0,4,37714
3663,21430,2,11,1,07,02,01,3,0110,13,1,1,2,52,3,4,94,0,4,37714
3664,21430,2,11,1,07,02,01,3,0110,13,2,5,1,23,1,5,81,0,4,37714
3665,21430,2,11,1,07,02,01,3,0110,13,3,5,2,22,1,6,91,0,4,37714
3666,21430,2,11,1,07,02,01,3,0110,14,1,1,2,45,3,1,94,0,4,37714
3667,21430,2,11,1,07,02,01,3,0110,14,2,5,1,26,1,5,41,43,4,37714
3668,21430,2,11,1,07,02,01,3,0110,14,3,5,1,24,1,4,41,43,4,37714
3669,21430,2,11,1,07,02,01,3,0110,14,4,5,1,19,1,5,91,0,4,37714
3670,21430,2,11,1,07,02,01,3,0110,14,5,5,1,10,1,2,91,0,4,37714
3671,21430,2,11,1,07,02,01,3,0110,14,6,5,2,15,1,4,91,0,4,37714
3672,21430,2,11,1,07,02,01,3,0110,14,7,5,2,13,1,4,91,0,4,37714
3673,21430,2,11,1,07,02,01,3,0110,14,8,5,2,11,1,3,91,0,4,37714
3674,21469,2,13,1,08,02,01,3,0122,01,1,1,1,50,2,1,11,46,3,55505
3675,21469,2,13,1,08,02,01,3,0122,01,2,2,2,48,2,1,93,0,3,55505
3676,21469,2,13,1,08,02,01,3,0122,01,3,5,1,28,1,4,51,49,3,55505
3677,21469,2,13,1,08,02,01,3,0122,01,4,5,1,24,1,5,11,47,3,55505
3678,21469,2,13,1,08,02,01,3,0122,01,5,5,2,22,1,5,92,0,3,55505
3679,21469,2,13,1,08,02,01,3,0122,02,1,1,1,60,2,4,11,1,3,55505
3680,21469,2,13,1,08,02,01,3,0122,02,2,2,2,55,2,1,93,0,3,55505
3681,21469,2,13,1,08,02,01,3,0122,02,3,3,1,35,2,4,11,1,3,55505
3682,21469,2,13,1,08,02,01,3,0122,02,4,4,2,30,2,1,92,0,3,55505
3683,21469,2,13,1,08,02,01,3,0122,02,5,6,1,4,1,1,0,0,3,55505
3684,21469,2,13,1,08,02,01,3,0122,02,6,6,1,2,1,1,0,0,3,55505
3685,21469,2,13,1,08,02,01,3,0122,02,7,5,1,32,1,4,11,1,3,55505
3686,21469,2,13,1,08,02,01,3,0122,03,1,1,1,67,2,5,11,1,3,55505
3687,21469,2,13,1,08,02,01,3,0122,03,2,2,2,62,2,1,93,0,3,55505
3688,21469,2,13,1,08,02,01,3,0122,04,1,1,1,42,2,5,11,1,3,55505
3689,21469,2,13,1,08,02,01,3,0122,04,2,2,2,40,2,1,93,0,3,55505
3690,21469,2,13,1,08,02,01,3,0122,04,3,7,2,63,3,1,97,0,3,55505
3691,21469,2,13,1,08,02,01,3,0122,05,1,1,1,72,2,3,11,1,3,55505
3692,21469,2,13,1,08,02,01,3,0122,05,2,2,2,70,2,1,97,0,3,55505
3693,21469,2,13,1,08,02,01,3,0122,05,3,3,1,50,2,5,11,52,3,55505
3694,21469,2,13,1,08,02,01,3,0122,05,4,4,2,45,2,4,93,0,3,55505
3695,21469,2,13,1,08,02,01,3,0122,05,5,5,1,14,1,3,91,0,3,55505
3696,21469,2,13,1,08,02,01,3,0122,05,6,5,2,19,1,6,91,0,3,55505
3697,21469,2,13,1,08,02,01,3,0122,05,7,5,2,16,1,5,91,0,3,55505
3698,21469,2,13,1,08,02,01,3,0122,06,1,1,1,55,2,2,11,1,3,55505
3699,21469,2,13,1,08,02,01,3,0122,06,2,2,2,50,2,1,93,0,3,55505
3700,21469,2,13,1,08,02,01,3,0122,06,3,5,1,27,1,12,31,85,3,55505
3701,21469,2,13,1,08,02,01,3,0122,06,4,5,1,25,1,6,31,86,3,55505
3702,21469,2,13,1,08,02,01,3,0122,06,5,5,1,23,1,11,31,85,3,55505
3703,21469,2,13,1,08,02,01,3,0122,06,6,5,1,21,1,6,91,0,3,55505
3704,21469,2,13,1,08,02,01,3,0122,07,1,1,1,45,2,4,31,61,3,55505
3705,21469,2,13,1,08,02,01,3,0122,07,2,2,2,45,2,2,93,0,3,55505
3706,21469,2,13,1,08,02,01,3,0122,07,3,5,1,19,1,6,91,0,3,55505
3707,21469,2,13,1,08,02,01,3,0122,07,4,5,2,16,1,5,91,0,3,55505
3708,21469,2,13,1,08,02,01,3,0122,07,5,5,2,13,1,4,91,0,3,55505
3709,21469,2,13,1,08,02,01,3,0122,08,1,1,1,70,2,4,97,0,3,55505
3710,21469,2,13,1,08,02,01,3,0122,08,2,2,2,62,2,1,97,0,3,55505
3711,21469,2,13,1,08,02,01,3,0122,08,3,3,1,40,2,5,11,47,3,55505
3712,21469,2,13,1,08,02,01,3,0122,08,4,4,2,35,2,4,93,0,3,55505
3713,21469,2,13,1,08,02,01,3,0122,08,5,6,1,5,1,1,0,0,3,55505
3714,21469,2,13,1,08,02,01,3,0122,08,6,6,1,4,1,1,0,0,3,55505
3715,21469,2,13,1,08,02,01,3,0122,08,7,5,2,26,1,4,92,0,3,55505
3716,21469,2,13,1,08,02,01,3,0122,09,1,1,1,50,2,3,11,1,3,55505
3717,21469,2,13,1,08,02,01,3,0122,09,2,2,2,45,2,3,93,0,3,55505
3718,21469,2,13,1,08,02,01,3,0122,09,3,5,1,9,1,2,91,0,3,55505
3719,21469,2,13,1,08,02,01,3,0122,09,4,5,2,5,1,2,0,0,3,55505
3720,21469,2,13,1,08,02,01,3,0122,10,1,1,1,76,2,11,97,0,3,55505
3721,21469,2,13,1,08,02,01,3,0122,10,2,2,2,75,2,1,97,0,3,55505
3722,21469,2,13,1,08,02,01,3,0122,10,3,4,2,33,2,12,92,0,3,55505
3723,21469,2,13,1,08,02,01,3,0122,10,4,6,1,3,1,1,0,0,3,55505
3724,21469,2,13,1,08,02,01,3,0122,10,5,6,2,0,1,1,0,0,3,55505
3725,21469,2,13,1,08,02,01,3,0122,10,6,3,1,33,2,12,11,47,3,55505
3726,21469,2,13,1,08,02,01,3,0122,10,7,4,2,28,2,4,92,0,3,55505
3727,21469,2,13,1,08,02,01,3,0122,10,8,6,1,5,1,1,0,0,3,55505
3728,21469,2,13,1,08,02,01,3,0122,10,9,6,1,1,1,1,0,0,3,55505
3729,21469,2,13,1,08,02,01,3,0122,11,1,1,2,40,2,4,92,0,3,55505
3730,21469,2,13,1,08,02,01,3,0122,11,2,5,1,19,1,6,91,0,3,55505
3731,21469,2,13,1,08,02,01,3,0122,11,3,5,2,22,1,11,91,0,3,55505
3732,21469,2,13,1,08,02,01,3,0122,11,4,5,2,20,1,6,91,0,3,55505
3733,21469,2,13,1,08,02,01,3,0122,11,5,5,2,17,1,4,91,0,3,55505
3734,21469,2,13,1,08,02,01,3,0122,11,6,7,2,70,3,1,92,0,3,55505
3735,21469,2,13,1,08,02,01,3,0122,12,1,1,1,60,2,6,31,86,3,55505
3736,21469,2,13,1,08,02,01,3,0122,12,2,2,2,58,2,1,93,0,3,55505
3737,21469,2,13,1,08,02,01,3,0122,12,3,5,1,27,1,11,81,0,3,55505
3738,21469,2,13,1,08,02,01,3,0122,12,4,5,2,30,1,11,92,0,3,55505
3739,21469,2,13,1,08,02,01,3,0122,12,5,5,2,24,1,11,91,0,3,55505
3740,21469,2,13,1,08,02,01,3,0122,13,1,1,2,58,3,3,97,0,3,55505
3741,21469,2,13,1,08,02,01,3,0122,13,2,3,1,31,2,6,11,52,3,55505
3742,21469,2,13,1,08,02,01,3,0122,13,3,4,2,28,2,4,93,0,3,55505
3743,21469,2,13,1,08,02,01,3,0122,13,4,6,1,1,1,1,0,0,3,55505
3744,21469,2,13,1,08,02,01,3,0122,13,5,5,1,29,1,5,97,0,3,55505
3745,21469,2,13,1,08,02,01,3,0122,13,6,5,1,27,1,6,11,52,3,55505
3746,21469,2,13,1,08,02,01,3,0122,13,7,8,2,11,1,3,91,0,3,55505
3747,21469,2,13,1,08,02,01,3,0122,14,1,1,1,50,2,1,11,14,3,55505
3748,21469,2,13,1,08,02,01,3,0122,14,2,2,2,50,2,1,93,0,3,55505
3749,21469,2,13,1,08,02,01,3,0122,14,3,5,1,24,1,5,92,0,3,55505
3750,21469,2,13,1,08,02,01,3,0122,14,4,5,2,28,1,12,92,0,3,55505
3751,21481,2,13,1,10,03,01,3,0120,01,1,1,1,65,2,5,11,13,3,126079
3752,21481,2,13,1,10,03,01,3,0120,01,2,2,2,60,2,4,92,0,3,126079
3753,21481,2,13,1,10,03,01,3,0120,02,1,1,1,35,2,12,31,85,3,126079
3754,21481,2,13,1,10,03,01,3,0120,02,2,2,2,32,2,11,92,0,3,126079
3755,21481,2,13,1,10,03,01,3,0120,02,3,5,2,3,1,1,0,0,3,126079
3756,21481,2,13,1,10,03,01,3,0120,02,4,7,2,65,3,1,97,0,3,126079
3757,21481,2,13,1,10,03,01,3,0120,03,1,1,1,60,2,3,11,13,3,126079
3758,21481,2,13,1,10,03,01,3,0120,03,2,2,2,55,2,3,92,0,3,126079
3759,21481,2,13,1,10,03,01,3,0120,03,3,5,1,30,1,5,11,13,3,126079
3760,21481,2,13,1,10,03,01,3,0120,04,1,1,1,40,2,6,11,13,3,126079
3761,21481,2,13,1,10,03,01,3,0120,04,2,2,2,35,2,5,92,0,3,126079
3762,21481,2,13,1,10,03,01,3,0120,04,3,5,1,5,1,1,0,0,3,126079
3763,21481,2,13,1,10,03,01,3,0120,04,4,5,1,5,1,1,0,0,3,126079
3764,21481,2,13,1,10,03,01,3,0120,05,1,1,1,63,3,4,97,0,3,126079
3765,21481,2,13,1,10,03,01,3,0120,05,2,3,1,32,2,4,11,45,3,126079
3766,21481,2,13,1,10,03,01,3,0120,05,3,4,2,30,2,5,92,0,3,126079
3767,21481,2,13,1,10,03,01,3,0120,05,4,6,1,5,1,1,0,0,3,126079
3768,21481,2,13,1,10,03,01,3,0120,06,1,1,1,42,2,11,11,13,3,126079
3769,21481,2,13,1,10,03,01,3,0120,06,2,2,2,38,2,11,92,0,3,126079
3770,21481,2,13,1,10,03,01,3,0120,06,3,5,1,7,1,2,91,0,3,126079
3771,21481,2,13,1,10,03,01,3,0120,06,4,9,1,5,1,2,0,0,3,126079
3772,21481,2,13,1,10,03,01,3,0120,07,1,1,1,48,2,11,11,13,3,126079
3773,21481,2,13,1,10,03,01,3,0120,07,2,2,2,44,2,5,92,0,3,126079
3774,21481,2,13,1,10,03,01,3,0120,07,3,5,1,18,1,5,91,0,3,126079
3775,21481,2,13,1,10,03,01,3,0120,07,4,5,1,15,1,4,91,0,3,126079
3776,21481,2,13,1,10,03,01,3,0120,07,5,5,2,16,1,5,91,0,3,126079
3777,21481,2,13,1,10,03,01,3,0120,08,1,1,1,36,2,11,11,47,3,126079
3778,21481,2,13,1,10,03,01,3,0120,08,2,2,2,30,2,10,92,0,3,126079
3779,21481,2,13,1,10,03,01,3,0120,08,3,5,2,3,1,1,0,0,3,126079
3780,21481,2,13,1,10,03,01,3,0120,09,1,1,1,45,2,12,31,86,3,126079
3781,21481,2,13,1,10,03,01,3,0120,09,2,2,2,41,2,11,92,0,3,126079
3782,21481,2,13,1,10,03,01,3,0120,09,3,5,1,10,1,2,91,0,3,126079
3783,21481,2,13,1,10,03,01,3,0120,09,4,5,2,5,1,1,0,0,3,126079
3784,21481,2,13,1,10,03,01,3,0120,10,1,1,1,31,2,11,31,86,3,126079
3785,21481,2,13,1,10,03,01,3,0120,10,2,2,2,30,2,11,92,0,3,126079
3786,21481,2,13,1,10,03,01,3,0120,11,1,1,1,35,2,12,31,85,3,126079
3787,21481,2,13,1,10,03,01,3,0120,11,2,2,2,32,2,11,92,0,3,126079
3788,21481,2,13,1,10,03,01,3,0120,11,3,5,2,2,1,1,0,0,3,126079
3789,21481,2,13,1,10,03,01,3,0120,12,1,1,1,40,2,4,11,13,3,126079
3790,21481,2,13,1,10,03,01,3,0120,12,2,2,2,36,2,4,92,0,3,126079
3791,21481,2,13,1,10,03,01,3,0120,12,3,5,1,5,1,1,0,0,3,126079
3792,21481,2,13,1,10,03,01,3,0120,13,1,1,1,58,2,11,31,85,3,126079
3793,21481,2,13,1,10,03,01,3,0120,13,2,2,2,56,2,10,92,0,3,126079
3794,21481,2,13,1,10,03,01,3,0120,14,1,1,2,60,2,3,92,0,3,126079
3795,21607,2,12,1,19,02,01,4,0111,01,1,1,1,82,2,1,97,0,4,26286
3796,21607,2,12,1,19,02,01,4,0111,01,2,2,2,75,2,1,92,0,4,26286
3797,21607,2,12,1,19,02,01,4,0111,01,3,4,2,47,2,5,31,86,4,26286
3798,21607,2,12,1,19,02,01,4,0111,01,4,6,2,19,1,6,91,0,4,26286
3799,21607,2,12,1,19,02,01,4,0111,01,5,6,2,18,1,5,91,0,4,26286
3800,21607,2,12,1,19,02,01,4,0111,01,6,6,2,14,1,2,91,0,4,26286
3801,21607,2,12,1,19,02,01,4,0111,01,7,6,2,5,1,2,0,0,4,26286
3802,21607,2,12,1,19,02,01,4,0111,02,1,1,1,43,2,5,31,84,4,26286
3803,21607,2,12,1,19,02,01,4,0111,02,2,2,2,42,2,1,92,0,4,26286
3804,21607,2,12,1,19,02,01,4,0111,02,3,5,1,22,1,6,81,0,4,26286
3805,21607,2,12,1,19,02,01,4,0111,02,4,5,2,18,1,6,91,0,4,26286
3806,21607,2,12,1,19,02,01,4,0111,03,1,1,1,38,2,5,11,33,4,26286
3807,21607,2,12,1,19,02,01,4,0111,03,2,2,2,30,2,3,92,0,4,26286
3808,21607,2,12,1,19,02,01,4,0111,03,3,5,1,1,1,1,0,0,4,26286
3809,21607,2,12,1,19,02,01,4,0111,03,4,5,2,11,1,2,91,0,4,26286
3810,21607,2,12,1,19,02,01,4,0111,03,5,5,2,8,1,2,91,0,4,26286
3811,21607,2,12,1,19,02,01,4,0111,03,6,5,2,7,1,2,91,0,4,26286
3812,21607,2,12,1,19,02,01,4,0111,04,1,1,1,37,2,6,31,45,4,26286
3813,21607,2,12,1,19,02,01,4,0111,04,2,2,2,32,2,6,92,0,4,26286
3814,21607,2,12,1,19,02,01,4,0111,05,1,1,1,29,2,4,31,79,4,26286
3815,21607,2,12,1,19,02,01,4,0111,05,2,2,2,28,2,3,92,0,4,26286
3816,21607,2,12,1,19,02,01,4,0111,05,3,5,1,9,1,2,91,0,4,26286
3817,21607,2,12,1,19,02,01,4,0111,05,4,5,2,7,1,2,91,0,4,26286
3818,21607,2,12,1,19,02,01,4,0111,06,1,1,1,33,2,4,11,49,4,26286
3819,21607,2,12,1,19,02,01,4,0111,06,2,2,2,28,2,6,92,0,4,26286
3820,21607,2,12,1,19,02,01,4,0111,06,3,5,1,3,1,1,0,0,4,26286
3821,21607,2,12,1,19,02,01,4,0111,07,1,1,2,45,3,1,94,0,4,26286
3822,21607,2,12,1,19,02,01,4,0111,07,2,5,2,26,1,4,11,14,4,26286
3823,21607,2,12,1,19,02,01,4,0111,07,3,5,2,16,1,5,91,0,4,26286
3824,21607,2,12,1,19,02,01,4,0111,07,4,5,1,14,1,4,91,0,4,26286
3825,21607,2,12,1,19,02,01,4,0111,07,5,5,2,10,1,3,91,0,4,26286
3826,21607,2,12,1,19,02,01,4,0111,08,1,1,2,74,3,5,94,0,4,26286
3827,21607,2,12,1,19,02,01,4,0111,08,2,9,1,38,2,6,31,21,4,26286
3828,21607,2,12,1,19,02,01,4,0111,08,3,9,2,38,2,4,92,0,4,26286
3829,21607,2,12,1,19,02,01,4,0111,08,4,9,2,10,1,2,91,0,4,26286
3830,21607,2,12,1,19,02,01,4,0111,08,5,9,1,1,1,1,0,0,4,26286
3831,21607,2,12,1,19,02,01,4,0111,09,1,1,1,78,2,4,97,0,4,26286
3832,21607,2,12,1,19,02,01,4,0111,09,2,2,2,70,2,2,92,0,4,26286
3833,21607,2,12,1,19,02,01,4,0111,10,1,1,1,35,2,6,11,47,4,26286
3834,21607,2,12,1,19,02,01,4,0111,10,2,2,2,25,2,5,92,0,4,26286
3835,21607,2,12,1,19,02,01,4,0111,10,3,5,1,5,1,2,0,0,4,26286
3836,21607,2,12,1,19,02,01,4,0111,10,4,5,2,4,1,2,0,0,4,26286
3837,21607,2,12,1,19,02,01,4,0111,11,1,1,1,55,2,5,11,56,4,26286
3838,21607,2,12,1,19,02,01,4,0111,11,2,2,2,50,2,1,92,0,4,26286
3839,21607,2,12,1,19,02,01,4,0111,11,3,3,1,29,2,6,11,56,4,26286
3840,21607,2,12,1,19,02,01,4,0111,11,4,4,2,23,2,5,92,0,4,26286
3841,21607,2,12,1,19,02,01,4,0111,11,5,3,1,25,2,11,31,29,4,26286
3842,21607,2,12,1,19,02,01,4,0111,11,6,4,2,24,2,11,92,0,4,26286
3843,21607,2,12,1,19,02,01,4,0111,12,1,1,1,42,2,1,31,84,4,26286
3844,21607,2,12,1,19,02,01,4,0111,12,2,2,2,36,2,4,92,0,4,26286
3845,21607,2,12,1,19,02,01,4,0111,13,1,1,1,32,2,3,51,41,4,26286
3846,21607,2,12,1,19,02,01,4,0111,13,2,2,2,27,2,1,92,0,4,26286
3847,21607,2,12,1,19,02,01,4,0111,13,3,5,1,5,1,2,0,0,4,26286
3848,21607,2,12,1,19,02,01,4,0111,13,4,5,1,3,1,1,0,0,4,26286
3849,21607,2,12,1,19,02,01,4,0111,14,1,1,2,34,3,2,92,0,4,26286
3850,21607,2,12,1,19,02,01,4,0111,14,2,5,1,1,1,1,0,0,4,26286
3851,21607,2,12,1,19,02,01,4,0111,14,3,5,2,13,1,4,91,0,4,26286
3852,21607,2,12,1,19,02,01,4,0111,14,4,5,1,4,1,2,0,0,4,26286
3853,21914,2,14,1,03,01,01,4,0120,01,1,1,1,45,1,5,31,80,4,5679
3854,21914,2,14,1,03,01,01,4,0120,02,1,1,1,27,2,1,11,96,4,5679
3855,21914,2,14,1,03,01,01,4,0120,02,2,2,2,28,2,2,92,0,4,5679
3856,21914,2,14,1,03,01,01,4,0120,02,3,5,1,2,1,1,0,0,4,5679
3857,21914,2,14,1,03,01,01,4,0120,03,1,1,1,34,2,5,31,86,4,5679
3858,21914,2,14,1,03,01,01,4,0120,03,2,2,2,32,2,3,92,0,4,5679
3859,21914,2,14,1,03,01,01,4,0120,03,3,5,1,5,1,1,0,0,4,5679
3860,21914,2,14,1,03,01,01,4,0120,03,4,5,2,1,1,1,0,0,4,5679
3861,21914,2,14,1,03,01,01,4,0120,04,1,1,2,32,2,6,31,86,4,5679
3862,21914,2,14,1,03,01,01,4,0120,04,2,2,1,31,2,11,31,64,4,5679
3863,21914,2,14,1,03,01,01,4,0120,04,3,5,2,0,1,1,0,0,4,5679
3864,21914,2,14,1,03,01,01,4,0120,05,1,1,1,35,2,6,31,86,4,5679
3865,21914,2,14,1,03,01,01,4,0120,05,2,2,2,35,2,4,92,0,4,5679
3866,21914,2,14,1,03,01,01,4,0120,05,3,5,1,8,1,2,91,0,4,5679
3867,21914,2,14,1,03,01,01,4,0120,05,4,5,2,4,1,1,0,0,4,5679
3868,21914,2,14,1,03,01,01,4,0120,06,1,1,1,47,2,4,31,80,4,5679
3869,21914,2,14,1,03,01,01,4,0120,06,2,5,2,23,1,6,91,0,4,5679
3870,21914,2,14,1,03,01,01,4,0120,06,3,5,2,22,1,6,91,0,4,5679
3871,21914,2,14,1,03,01,01,4,0120,07,1,1,1,48,2,11,31,86,4,5679
3872,21914,2,14,1,03,01,01,4,0120,07,2,2,2,35,2,5,92,0,4,5679
3873,21914,2,14,1,03,01,01,4,0120,07,3,5,1,5,1,2,0,0,4,5679
3874,21914,2,14,1,03,01,01,4,0120,07,4,5,2,7,1,2,92,0,4,5679
3875,21914,2,14,1,03,01,01,4,0120,07,5,5,2,3,1,1,0,0,4,5679
3876,21914,2,14,1,03,01,01,4,0120,08,1,1,2,28,2,6,31,86,4,5679
3877,21914,2,14,1,03,01,01,4,0120,08,2,5,2,0,1,1,0,0,4,5679
3878,21914,2,14,1,03,01,01,4,0120,09,1,1,2,32,2,10,31,86,4,5679
3879,21914,2,14,1,03,01,01,4,0120,09,2,2,1,34,2,5,97,0,4,5679
3880,21914,2,14,1,03,01,01,4,0120,09,3,5,1,8,1,2,91,0,4,5679
3881,21914,2,14,1,03,01,01,4,0120,09,4,5,2,1,1,1,0,0,4,5679
3882,21914,2,14,1,03,01,01,4,0120,10,1,1,1,30,2,5,31,86,4,5679
3883,21914,2,14,1,03,01,01,4,0120,10,2,2,2,28,2,3,92,0,4,5679
3884,21914,2,14,1,03,01,01,4,0120,10,3,5,1,5,1,2,0,0,4,5679
3885,21914,2,14,1,03,01,01,4,0120,11,1,1,1,35,2,1,11,1,4,5679
3886,21914,2,14,1,03,01,01,4,0120,11,2,2,2,32,2,2,92,0,4,5679
3887,21914,2,14,1,03,01,01,4,0120,11,3,5,1,8,1,2,91,0,4,5679
3888,21914,2,14,1,03,01,01,4,0120,11,4,5,2,4,1,1,0,0,4,5679
3889,21914,2,14,1,03,01,01,4,0120,11,5,5,2,2,1,1,0,0,4,5679
3890,21914,2,14,1,03,01,01,4,0120,12,1,1,2,48,2,3,31,86,4,5679
3891,21914,2,14,1,03,01,01,4,0120,13,1,1,2,32,2,5,31,86,4,5679
3892,21914,2,14,1,03,01,01,4,0120,13,2,5,1,5,1,2,0,0,4,5679
3893,21914,2,14,1,03,01,01,4,0120,13,3,7,2,70,3,1,92,0,4,5679
3894,21914,2,14,1,03,01,01,4,0120,14,1,1,2,30,2,3,31,86,4,5679
3895,21914,2,14,1,03,01,01,4,0120,14,2,5,2,14,1,3,91,0,4,5679
3896,21914,2,14,1,03,01,01,4,0120,14,3,5,2,5,1,2,0,0,4,5679
3897,22001,2,11,1,21,01,01,2,0110,01,1,1,2,45,2,1,92,0,4,244993
3898,22001,2,11,1,21,01,01,2,0110,01,2,5,1,22,1,4,31,86,4,244993
3899,22001,2,11,1,21,01,01,2,0110,01,3,5,1,19,1,4,31,86,4,244993
3900,22001,2,11,1,21,01,01,2,0110,01,4,5,2,20,1,4,92,0,4,244993
3901,22001,2,11,1,21,01,01,2,0110,02,1,1,1,39,2,4,41,41,4,244993
3902,22001,2,11,1,21,01,01,2,0110,02,2,2,2,30,2,6,31,85,4,244993
3903,22001,2,11,1,21,01,01,2,0110,02,3,5,2,4,1,1,0,0,4,244993
3904,22001,2,11,1,21,01,01,2,0110,02,4,5,2,1,1,1,0,0,4,244993
3905,22001,2,11,1,21,01,01,2,0110,03,1,1,2,22,1,4,91,0,4,244993
3906,22001,2,11,1,21,01,01,2,0110,04,1,1,2,20,1,6,91,0,4,244993
3907,22001,2,11,1,21,01,01,2,0110,05,1,1,2,21,1,6,91,0,4,244993
3908,22001,2,11,1,21,01,01,2,0110,06,1,1,2,22,1,6,91,0,4,244993
3909,22001,2,11,1,21,01,01,2,0110,07,1,1,1,22,1,4,91,0,4,244993
3910,22001,2,11,1,21,01,01,2,0110,08,1,1,2,21,1,6,91,0,4,244993
3911,22001,2,11,1,21,01,01,2,0110,09,1,1,1,28,1,12,31,88,4,244993
