,FSU,Sector,NSS-region,State,District,Stratum,Sub-stratum,Sample HHID,PersonID,day of the week,Type of the day,response code
4053,24285,2,12,1,06,01,01,5,3,7,1,1
4054,24285,2,12,1,06,01,01,6,1,1,1,1
4055,24285,2,12,1,06,01,01,6,2,1,1,1
4056,24285,2,12,1,06,01,01,6,3,1,1,1
4057,24285,2,12,1,06,01,01,7,1,2,1,1
4058,24285,2,12,1,06,01,01,7,2,2,1,1
4059,24285,2,12,1,06,01,01,8,1,1,1,1
4060,24285,2,12,1,06,01,01,8,2,1,1,1
4061,24285,2,12,1,06,01,01,9,1,3,1,1
4062,24285,2,12,1,06,01,01,9,2,3,1,1
4063,24285,2,12,1,06,01,01,10,1,4,1,1
4064,24285,2,12,1,06,01,01,10,2,4,1,1
4065,24285,2,12,1,06,01,01,10,3,4,1,1
4066,24285,2,12,1,06,01,01,11,1,5,2,1
4067,24285,2,12,1,06,01,01,11,2,5,1,1
4068,24285,2,12,1,06,01,01,12,1,3,1,1
4069,24285,2,12,1,06,01,01,12,2,3,1,1
4070,24285,2,12,1,06,01,01,13,1,4,1,1
4071,24285,2,12,1,06,01,01,13,2,4,2,1
4072,24285,2,12,1,06,01,01,14,1,2,1,1
4073,24285,2,12,1,06,01,01,14,2,2,1,1
4074,24285,2,12,1,06,01,01,14,3,2,1,1
4075,24285,2,12,1,06,01,01,14,4,2,1,1
4076,24606,2,11,1,21,03,01,1,1,7,2,1
4077,24606,2,11,1,21,03,01,1,2,7,1,1
4078,24606,2,11,1,21,03,01,1,3,7,1,1
4079,24606,2,11,1,21,03,01,2,1,2,1,2
4080,24606,2,11,1,21,03,01,3,1,4,1,1
4081,24606,2,11,1,21,03,01,3,2,4,1,1
4082,24606,2,11,1,21,03,01,4,1,6,1,1
4083,24606,2,11,1,21,03,01,4,2,6,1,2
4084,24606,2,11,1,21,03,01,4,3,6,1,2
4085,24606,2,11,1,21,03,01,5,1,3,1,1
4086,24606,2,11,1,21,03,01,5,2,3,1,1
4087,24606,2,11,1,21,03,01,6,1,2,1,1
4088,24606,2,11,1,21,03,01,6,2,2,1,1
4089,24606,2,11,1,21,03,01,6,3,2,2,1
4090,24606,2,11,1,21,03,01,6,4,2,2,1
4091,24606,2,11,1,21,03,01,7,1,1,2,1
4092,24606,2,11,1,21,03,01,7,2,1,2,1
4093,24606,2,11,1,21,03,01,8,1,6,1,1
4094,24606,2,11,1,21,03,01,8,2,6,1,1
4095,24606,2,11,1,21,03,01,9,1,5,1,1
4096,24606,2,11,1,21,03,01,9,2,5,2,2
4097,24606,2,11,1,21,03,01,9,3,5,2,2
4098,24606,2,11,1,21,03,01,10,1,4,2,1
4099,24606,2,11,1,21,03,01,10,2,4,1,1
4100,24606,2,11,1,21,03,01,10,3,4,1,1
4101,24606,2,11,1,21,03,01,10,4,4,1,1
4102,24606,2,11,1,21,03,01,10,5,4,2,1
4103,24606,2,11,1,21,03,01,11,1,5,1,1
4104,24606,2,11,1,21,03,01,11,2,5,1,1
4105,24606,2,11,1,21,03,01,12,1,7,1,1
4106,24606,2,11,1,21,03,01,13,1,3,1,1
4107,24606,2,11,1,21,03,01,14,1,1,2,1
4108,24606,2,11,1,21,03,01,14,2,1,1,1
4109,24841,2,11,1,21,03,01,1,1,4,1,1
4110,24841,2,11,1,21,03,01,1,2,4,1,1
4111,24841,2,11,1,21,03,01,1,3,4,1,1
4112,24841,2,11,1,21,03,01,1,4,4,1,1
4113,24841,2,11,1,21,03,01,1,5,4,1,1
4114,24841,2,11,1,21,03,01,2,1,1,1,1
4115,24841,2,11,1,21,03,01,2,2,1,1,1
4116,24841,2,11,1,21,03,01,3,1,1,1,1
4117,24841,2,11,1,21,03,01,4,1,7,1,1
4118,24841,2,11,1,21,03,01,4,2,7,1,1
4119,24841,2,11,1,21,03,01,4,3,7,1,1
4120,24841,2,11,1,21,03,01,4,4,7,1,1
4121,24841,2,11,1,21,03,01,5,1,2,1,1
4122,24841,2,11,1,21,03,01,5,2,2,1,1
4123,24841,2,11,1,21,03,01,5,3,2,1,1
4124,24841,2,11,1,21,03,01,6,1,5,1,1
4125,24841,2,11,1,21,03,01,6,2,5,1,1
4126,24841,2,11,1,21,03,01,7,1,7,1,1
4127,24841,2,11,1,21,03,01,8,1,3,1,1
4128,24841,2,11,1,21,03,01,8,2,3,1,1
4129,24841,2,11,1,21,03,01,8,3,3,2,1
4130,24841,2,11,1,21,03,01,8,4,3,2,1
4131,24841,2,11,1,21,03,01,8,5,3,1,1
4132,24841,2,11,1,21,03,01,9,1,5,1,1
4133,24841,2,11,1,21,03,01,9,2,5,1,1
4134,24841,2,11,1,21,03,01,9,3,5,1,1
4135,24841,2,11,1,21,03,01,10,1,6,1,1
4136,24841,2,11,1,21,03,01,10,2,6,1,1
4137,24841,2,11,1,21,03,01,10,3,6,1,1
4138,24841,2,11,1,21,03,01,11,1,2,1,1
4139,24841,2,11,1,21,03,01,11,2,2,1,1
4140,24841,2,11,1,21,03,01,12,1,3,1,1
4141,24841,2,11,1,21,03,01,12,2,3,1,1
4142,24841,2,11,1,21,03,01,12,3,3,1,1
4143,24841,2,11,1,21,03,01,13,1,6,2,1
4144,24841,2,11,1,21,03,01,13,2,6,2,1
4145,24841,2,11,1,21,03,01,13,3,6,2,1
4146,24841,2,11,1,21,03,01,13,4,6,2,1
4147,24841,2,11,1,21,03,01,14,1,4,1,1
4148,24841,2,11,1,21,03,01,14,2,4,2,1
4149,24841,2,11,1,21,03,01,14,3,4,1,1
4150,25209,2,12,1,06,01,01,1,1,3,1,1
4151,25209,2,12,1,06,01,01,1,2,3,1,1
4152,25209,2,12,1,06,01,01,2,1,4,1,1
4153,25209,2,12,1,06,01,01,2,2,4,1,1
4154,25209,2,12,1,06,01,01,3,1,5,1,1
4155,25209,2,12,1,06,01,01,4,1,5,1,1
4156,25209,2,12,1,06,01,01,4,2,5,1,1
4157,25209,2,12,1,06,01,01,4,3,5,1,1
4158,25209,2,12,1,06,01,01,4,5,5,1,1
4159,25209,2,12,1,06,01,01,4,6,5,1,1
4160,25209,2,12,1,06,01,01,5,1,1,1,1
4161,25209,2,12,1,06,01,01,5,2,1,1,1
4162,25209,2,12,1,06,01,01,6,1,4,1,1
4163,25209,2,12,1,06,01,01,6,2,4,1,1
4164,25209,2,12,1,06,01,01,6,3,4,1,1
4165,25209,2,12,1,06,01,01,6,4,4,1,1
4166,25209,2,12,1,06,01,01,7,1,2,1,1
4167,25209,2,12,1,06,01,01,7,2,2,1,1
4168,25209,2,12,1,06,01,01,7,3,2,1,1
4169,25209,2,12,1,06,01,01,8,1,3,1,1
4170,25209,2,12,1,06,01,01,8,2,3,1,1
4171,25209,2,12,1,06,01,01,9,1,6,1,1
4172,25209,2,12,1,06,01,01,9,2,6,1,1
4173,25209,2,12,1,06,01,01,9,3,6,1,1
4174,25209,2,12,1,06,01,01,9,4,6,1,1
4175,25209,2,12,1,06,01,01,10,1,1,1,1
4176,25209,2,12,1,06,01,01,10,2,1,2,1
4177,25209,2,12,1,06,01,01,10,3,1,1,1
4178,25209,2,12,1,06,01,01,11,1,6,1,1
4179,25209,2,12,1,06,01,01,11,2,6,1,1
4180,25209,2,12,1,06,01,01,11,3,6,1,1
4181,25209,2,12,1,06,01,01,11,4,6,2,1
4182,25209,2,12,1,06,01,01,12,1,2,1,1
4183,25209,2,12,1,06,01,01,12,2,2,1,1
4184,25209,2,12,1,06,01,01,13,1,7,1,1
4185,25209,2,12,1,06,01,01,13,2,7,1,1
4186,25209,2,12,1,06,01,01,13,3,7,1,1
4187,25209,2,12,1,06,01,01,13,4,7,2,1
4188,25209,2,12,1,06,01,01,14,1,1,1,1
4189,25209,2,12,1,06,01,01,14,2,1,1,1
4190,25343,2,11,1,21,03,01,1,1,4,1,1
4191,25343,2,11,1,21,03,01,1,2,4,1,1
4192,25343,2,11,1,21,03,01,1,3,4,1,1
4193,25343,2,11,1,21,03,01,1,4,4,1,1
4194,25343,2,11,1,21,03,01,1,5,4,2,1
4195,25343,2,11,1,21,03,01,2,1,6,1,1
4196,25343,2,11,1,21,03,01,2,2,6,1,1
4197,25343,2,11,1,21,03,01,3,1,1,1,1
4198,25343,2,11,1,21,03,01,3,2,1,1,1
4199,25343,2,11,1,21,03,01,3,3,1,2,1
4200,25343,2,11,1,21,03,01,3,4,1,2,1
4201,25343,2,11,1,21,03,01,4,1,7,1,1
4202,25343,2,11,1,21,03,01,4,2,7,1,1
4203,25343,2,11,1,21,03,01,5,1,6,1,1
4204,25343,2,11,1,21,03,01,5,2,6,2,1
4205,25343,2,11,1,21,03,01,5,3,6,2,1
4206,25343,2,11,1,21,03,01,6,1,1,2,1
4207,25343,2,11,1,21,03,01,6,2,1,1,1
4208,25343,2,11,1,21,03,01,6,3,1,2,1
4209,25343,2,11,1,21,03,01,7,1,7,1,1
4210,25343,2,11,1,21,03,01,7,2,7,1,1
4211,25343,2,11,1,21,03,01,7,3,7,2,1
4212,25343,2,11,1,21,03,01,8,1,3,1,1
4213,25343,2,11,1,21,03,01,9,1,5,2,1
4214,25343,2,11,1,21,03,01,9,2,5,2,1
4215,25343,2,11,1,21,03,01,9,3,5,2,1
4216,25343,2,11,1,21,03,01,9,4,5,2,1
4217,25343,2,11,1,21,03,01,10,1,2,1,1
4218,25343,2,11,1,21,03,01,10,2,2,1,1
4219,25343,2,11,1,21,03,01,10,3,2,2,1
4220,25343,2,11,1,21,03,01,10,4,2,2,1
4221,25343,2,11,1,21,03,01,11,1,2,1,1
4222,25343,2,11,1,21,03,01,11,2,2,2,1
4223,25343,2,11,1,21,03,01,12,1,5,2,1
4224,25343,2,11,1,21,03,01,12,2,5,1,1
4225,25343,2,11,1,21,03,01,12,3,5,1,1
4226,25343,2,11,1,21,03,01,12,4,5,1,1
4227,25343,2,11,1,21,03,01,13,1,4,1,1
4228,25343,2,11,1,21,03,01,13,2,4,1,1
4229,25343,2,11,1,21,03,01,13,3,4,1,1
4230,25343,2,11,1,21,03,01,14,1,3,1,1
4231,26021,2,14,1,03,01,01,1,1,3,1,1
4232,26021,2,14,1,03,01,01,1,2,3,1,1
4233,26021,2,14,1,03,01,01,2,1,6,1,1
4234,26021,2,14,1,03,01,01,2,2,6,1,1
4235,26021,2,14,1,03,01,01,3,1,3,1,2
4236,26021,2,14,1,03,01,01,3,2,3,1,2
4237,26021,2,14,1,03,01,01,4,1,2,1,1
4238,26021,2,14,1,03,01,01,5,1,7,2,1
4239,26021,2,14,1,03,01,01,5,2,7,1,1
4240,26021,2,14,1,03,01,01,5,3,7,2,1
4241,26021,2,14,1,03,01,01,5,4,7,2,1
4242,26021,2,14,1,03,01,01,6,1,2,1,1
4243,26021,2,14,1,03,01,01,6,2,2,1,1
4244,26021,2,14,1,03,01,01,6,3,2,1,1
4245,26021,2,14,1,03,01,01,6,4,2,1,1
4246,26021,2,14,1,03,01,01,7,1,7,2,1
4247,26021,2,14,1,03,01,01,7,2,7,1,1
4248,26021,2,14,1,03,01,01,8,1,1,1,1
4249,26021,2,14,1,03,01,01,8,2,1,1,1
4250,26021,2,14,1,03,01,01,8,3,1,1,1
4251,26021,2,14,1,03,01,01,9,1,4,1,1
4252,26021,2,14,1,03,01,01,9,2,4,1,1
4253,26021,2,14,1,03,01,01,9,3,4,1,1
4254,26021,2,14,1,03,01,01,9,4,4,1,1
4255,26021,2,14,1,03,01,01,10,1,4,1,1
4256,26021,2,14,1,03,01,01,10,2,4,1,1
4257,26021,2,14,1,03,01,01,10,3,4,1,1
4258,26021,2,14,1,03,01,01,10,4,4,1,1
4259,26021,2,14,1,03,01,01,11,1,5,2,1
4260,26021,2,14,1,03,01,01,11,2,5,1,1
4261,26021,2,14,1,03,01,01,11,3,5,1,1
4262,26021,2,14,1,03,01,01,11,4,5,1,1
4263,26021,2,14,1,03,01,01,12,1,1,1,1
4264,26021,2,14,1,03,01,01,12,2,1,1,1
4265,26021,2,14,1,03,01,01,12,3,1,1,1
4266,26021,2,14,1,03,01,01,13,1,6,1,1
4267,26021,2,14,1,03,01,01,13,2,6,1,1
4268,26021,2,14,1,03,01,01,14,1,5,1,1
4269,26021,2,14,1,03,01,01,14,2,5,1,1
4270,26069,2,13,1,14,02,01,1,1,6,1,1
4271,26069,2,13,1,14,02,01,1,2,6,1,1
4272,26069,2,13,1,14,02,01,1,3,6,1,1
4273,26069,2,13,1,14,02,01,2,1,6,1,1
4274,26069,2,13,1,14,02,01,2,2,6,1,1
4275,26069,2,13,1,14,02,01,2,3,6,1,1
4276,26069,2,13,1,14,02,01,3,1,7,1,1
4277,26069,2,13,1,14,02,01,3,2,7,1,1
4278,26069,2,13,1,14,02,01,3,3,7,1,1
4279,26069,2,13,1,14,02,01,3,4,7,1,1
4280,26069,2,13,1,14,02,01,4,1,7,1,1
4281,26069,2,13,1,14,02,01,4,2,7,1,1
4282,26069,2,13,1,14,02,01,4,3,7,2,1
4283,26069,2,13,1,14,02,01,4,4,7,2,1
4284,26069,2,13,1,14,02,01,5,1,1,1,1
4285,26069,2,13,1,14,02,01,5,2,1,1,1
4286,26069,2,13,1,14,02,01,6,1,1,1,1
4287,26069,2,13,1,14,02,01,6,2,1,1,1
4288,26069,2,13,1,14,02,01,6,3,1,1,1
4289,26069,2,13,1,14,02,01,6,4,1,1,1
4290,26069,2,13,1,14,02,01,7,1,2,1,1
4291,26069,2,13,1,14,02,01,7,2,2,1,1
4292,26069,2,13,1,14,02,01,7,3,2,1,1
4293,26069,2,13,1,14,02,01,8,1,2,1,1
4294,26069,2,13,1,14,02,01,8,2,2,1,1
4295,26069,2,13,1,14,02,01,8,3,2,1,1
4296,26069,2,13,1,14,02,01,8,4,2,1,1
4297,26069,2,13,1,14,02,01,8,6,2,1,1
4298,26069,2,13,1,14,02,01,9,1,3,1,1
4299,26069,2,13,1,14,02,01,9,2,3,1,1
4300,26069,2,13,1,14,02,01,9,3,3,1,1
4301,26069,2,13,1,14,02,01,9,4,3,1,1
4302,26069,2,13,1,14,02,01,9,5,3,1,1
4303,26069,2,13,1,14,02,01,10,1,3,1,1
4304,26069,2,13,1,14,02,01,10,2,3,1,1
4305,26069,2,13,1,14,02,01,10,3,3,1,1
4306,26069,2,13,1,14,02,01,11,1,4,1,1
4307,26069,2,13,1,14,02,01,11,2,4,1,1
4308,26069,2,13,1,14,02,01,11,3,4,1,1
4309,26069,2,13,1,14,02,01,11,4,4,1,1
4310,26069,2,13,1,14,02,01,12,1,4,1,1
4311,26069,2,13,1,14,02,01,12,2,4,1,1
4312,26069,2,13,1,14,02,01,12,3,4,1,1
4313,26069,2,13,1,14,02,01,12,4,4,1,1
4314,26069,2,13,1,14,02,01,12,5,4,1,1
4315,26069,2,13,1,14,02,01,12,6,4,1,1
4316,26069,2,13,1,14,02,01,13,1,5,1,1
4317,26069,2,13,1,14,02,01,13,2,5,1,1
4318,26069,2,13,1,14,02,01,13,3,5,1,1
4319,26069,2,13,1,14,02,01,14,1,5,1,1
4320,26069,2,13,1,14,02,01,14,2,5,1,1
