,FSU,State,Sector,Sample HHID,Level,filler,InformantSI no,Response code,Survey code,Casualty code,Filler,Date of Survey,Date of despatch,Time to canvass,No of investigators,NSC
1045,TUS24088,1,2,06,01,0,02,1,2,2,0,180119,280119,210,2,004
1046,TUS24088,1,2,07,01,0,02,1,1,0,0,170119,280119,120,2,004
1047,TUS24088,1,2,08,01,0,02,1,2,3,0,180119,280119,230,2,004
1048,TUS24088,1,2,09,01,0,01,1,1,0,0,150119,280119,180,2,004
1049,TUS24088,1,2,10,01,0,01,1,1,0,0,120119,280119,200,2,004
1050,TUS24088,1,2,11,01,0,02,4,1,0,0,170119,280119,240,2,004
1051,TUS24088,1,2,12,01,0,01,1,1,0,0,160119,280119,240,2,004
1052,TUS24088,1,2,13,01,0,03,1,1,0,0,120119,280119,210,2,004
1053,TUS24088,1,2,14,01,0,02,1,1,0,0,160119,280119,200,2,004
1054,TUS24260,1,2,01,01,0,02,1,1,0,0,090319,150419,115,1,003
1055,TUS24260,1,2,02,01,0,02,1,1,0,0,060319,150419,120,1,003
1056,TUS24260,1,2,03,01,0,02,1,1,0,0,060319,150419,110,1,003
1057,TUS24260,1,2,04,01,0,02,2,1,0,0,100319,150419,120,1,003
1058,TUS24260,1,2,05,01,0,03,1,1,0,0,080319,150419,115,1,003
1059,TUS24260,1,2,06,01,0,02,1,1,0,0,090319,150419,125,1,003
1060,TUS24260,1,2,07,01,0,03,1,1,0,0,080319,150419,115,1,003
1061,TUS24260,1,2,08,01,0,02,2,1,0,0,120319,150419,118,1,003
1062,TUS24260,1,2,09,01,0,01,2,1,0,0,120319,150419,115,1,003
1063,TUS24260,1,2,10,01,0,02,1,1,0,0,070319,150419,110,1,003
1064,TUS24260,1,2,11,01,0,01,2,1,0,0,130319,150419,125,1,003
1065,TUS24260,1,2,12,01,0,02,2,1,0,0,090319,150419,115,1,003
1066,TUS24260,1,2,13,01,0,02,1,1,0,0,110319,150419,115,1,003
1067,TUS24260,1,2,14,01,0,01,2,1,0,0,130319,150419,050,1,003
1068,TUS24285,1,2,01,01,0,01,1,1,0,0,250219,280319,060,1,004
1069,TUS24285,1,2,02,01,0,01,1,1,0,0,240219,280319,085,1,004
1070,TUS24285,1,2,03,01,0,02,1,1,0,0,240219,280319,090,1,004
1071,TUS24285,1,2,04,01,0,03,1,1,0,0,020319,280319,090,1,004
1072,TUS24285,1,2,05,01,0,01,1,1,0,0,250219,280319,090,1,004
1073,TUS24285,1,2,06,01,0,02,1,1,0,0,260219,280319,090,1,004
1074,TUS24285,1,2,07,01,0,02,1,1,0,0,270219,280319,085,1,004
1075,TUS24285,1,2,08,01,0,01,1,1,0,0,260219,280319,090,1,004
1076,TUS24285,1,2,09,01,0,01,1,1,0,0,280219,280319,090,1,004
1077,TUS24285,1,2,10,01,0,03,1,1,0,0,010319,280319,090,1,004
1078,TUS24285,1,2,11,01,0,01,1,1,0,0,020319,280319,080,1,004
1079,TUS24285,1,2,12,01,0,01,1,1,0,0,280219,280319,080,1,004
1080,TUS24285,1,2,13,01,0,01,1,1,0,0,010319,280319,090,1,004
1081,TUS24285,1,2,14,01,0,02,1,1,0,0,270219,280319,085,1,004
1082,TUS24606,1,2,01,01,0,02,1,1,0,0,250319,220419,090,2,004
1083,TUS24606,1,2,02,01,0,01,2,1,0,0,270319,220419,060,2,004
1084,TUS24606,1,2,03,01,0,01,1,1,0,0,290319,220419,120,2,004
1085,TUS24606,1,2,04,01,0,01,1,1,0,0,310319,220419,090,2,004
1086,TUS24606,1,2,05,01,0,01,1,1,0,0,280319,220419,120,2,004
1087,TUS24606,1,2,06,01,0,01,1,1,0,0,270319,220419,120,2,004
1088,TUS24606,1,2,07,01,0,01,1,1,0,0,260319,220419,060,2,004
1089,TUS24606,1,2,08,01,0,01,2,1,0,0,310319,220419,090,2,004
1090,TUS24606,1,2,09,01,0,01,1,1,0,0,300319,220419,140,2,004
1091,TUS24606,1,2,10,01,0,01,1,1,0,0,290319,220419,130,2,004
1092,TUS24606,1,2,11,01,0,01,1,1,0,0,300319,220419,100,2,004
1093,TUS24606,1,2,12,01,0,01,1,1,0,0,250319,220419,060,2,004
1094,TUS24606,1,2,13,01,0,01,2,2,2,0,280319,220419,060,2,004
1095,TUS24606,1,2,14,01,0,01,1,1,0,0,260319,220419,110,2,004
1096,TUS24841,1,2,01,01,0,01,1,1,0,0,200919,000000,090,1,004
1097,TUS24841,1,2,02,01,0,01,1,1,0,0,240919,000000,090,1,004
1098,TUS24841,1,2,03,01,0,01,1,1,0,0,240919,000000,090,1,004
1099,TUS24841,1,2,04,01,0,01,1,1,0,0,230919,000000,090,1,004
1100,TUS24841,1,2,05,01,0,01,1,2,3,0,250919,000000,090,1,004
1101,TUS24841,1,2,06,01,0,01,1,1,0,0,210919,000000,090,1,004
1102,TUS24841,1,2,07,01,0,01,1,1,0,0,230919,000000,090,1,004
1103,TUS24841,1,2,08,01,0,02,1,1,0,0,190919,000000,090,1,004
1104,TUS24841,1,2,09,01,0,02,1,1,0,0,210919,000000,090,1,004
1105,TUS24841,1,2,10,01,0,01,1,1,0,0,220919,000000,090,1,004
1106,TUS24841,1,2,11,01,0,02,1,1,0,0,250919,000000,090,1,004
1107,TUS24841,1,2,12,01,0,02,1,1,0,0,190919,000000,090,1,004
1108,TUS24841,1,2,13,01,0,02,1,1,0,0,220919,000000,090,1,004
1109,TUS24841,1,2,14,01,0,01,1,1,0,0,200919,000000,090,1,004
1110,TUS25209,1,2,01,01,0,99,1,1,0,0,121219,311219,070,1,004
1111,TUS25209,1,2,02,01,0,99,1,1,0,0,131219,311219,090,1,004
1112,TUS25209,1,2,03,01,0,99,1,1,0,0,141219,311219,050,1,004
1113,TUS25209,1,2,04,01,0,99,1,1,0,0,141219,311219,090,1,004
1114,TUS25209,1,2,05,01,0,99,1,1,0,0,171219,311219,090,1,004
1115,TUS25209,1,2,06,01,0,99,1,1,0,0,131219,311219,090,1,004
1116,TUS25209,1,2,07,01,0,99,1,1,0,0,181219,311219,090,1,004
1117,TUS25209,1,2,08,01,0,99,1,1,0,0,121219,311219,080,1,004
1118,TUS25209,1,2,09,01,0,99,1,1,0,0,151219,311219,090,1,004
1119,TUS25209,1,2,10,01,0,01,1,1,0,0,161219,311219,080,1,004
1120,TUS25209,1,2,11,01,0,99,1,1,0,0,151219,311219,090,1,004
1121,TUS25209,1,2,12,01,0,99,1,1,0,0,181219,311219,070,1,004
1122,TUS25209,1,2,13,01,0,99,1,1,0,0,161219,311219,090,1,004
1123,TUS25209,1,2,14,01,0,99,1,1,0,0,171219,311219,080,1,004
1124,TUS25343,1,2,01,01,0,01,1,1,0,0,280619,100719,090,1,004
1125,TUS25343,1,2,02,01,0,02,1,1,0,0,230619,100719,070,1,004
1126,TUS25343,1,2,03,01,0,01,1,1,0,0,250619,100719,090,1,004
1127,TUS25343,1,2,04,01,0,02,1,1,0,0,240619,100719,090,1,004
1128,TUS25343,1,2,05,01,0,01,1,1,0,0,230619,100719,090,1,004
1129,TUS25343,1,2,06,01,0,01,1,1,0,0,250619,100719,090,1,004
1130,TUS25343,1,2,07,01,0,01,1,1,0,0,240619,100719,090,1,004
1131,TUS25343,1,2,08,01,0,01,1,1,0,0,270619,100719,040,1,004
1132,TUS25343,1,2,09,01,0,02,1,1,0,0,290619,100719,090,1,004
1133,TUS25343,1,2,10,01,0,02,1,1,0,0,260619,100719,090,1,004
1134,TUS25343,1,2,11,01,0,01,1,1,0,0,260619,100719,070,1,004
1135,TUS25343,1,2,12,01,0,02,1,1,0,0,290619,100719,090,1,004
1136,TUS25343,1,2,13,01,0,01,1,1,0,0,250619,100719,090,1,004
1137,TUS25343,1,2,14,01,0,01,1,1,0,0,270619,100719,040,1,004
1138,TUS26021,1,2,01,01,0,02,1,1,0,0,241019,311219,120,2,004
1139,TUS26021,1,2,02,01,0,02,2,2,2,0,271019,311219,125,2,004
1140,TUS26021,1,2,03,01,0,02,2,2,2,0,241019,311219,150,2,004
1141,TUS26021,1,2,04,01,0,01,1,2,2,0,231019,311219,075,2,004
1142,TUS26021,1,2,05,01,0,02,2,1,0,0,281019,311219,200,2,004
1143,TUS26021,1,2,06,01,0,01,2,2,2,0,231019,311219,235,2,004
1144,TUS26021,1,2,07,01,0,01,1,1,0,0,281019,311219,125,2,004
1145,TUS26021,1,2,08,01,0,02,1,1,0,0,291019,311219,115,2,004
1146,TUS26021,1,2,09,01,0,02,1,1,0,0,251019,311219,250,2,004
1147,TUS26021,1,2,10,01,0,01,1,1,0,0,251019,311219,230,2,004
1148,TUS26021,1,2,11,01,0,04,1,1,0,0,261019,311219,250,2,004
1149,TUS26021,1,2,12,01,0,01,1,2,2,0,291019,311219,180,2,004
1150,TUS26021,1,2,13,01,0,01,1,1,0,0,271019,311219,175,2,004
1151,TUS26021,1,2,14,01,0,02,1,1,0,0,261019,311219,130,2,004
1152,TUS26069,1,2,01,01,0,02,2,1,0,0,110519,301119,120,2,003
1153,TUS26069,1,2,02,01,0,02,2,1,0,0,110519,000000,120,2,003
1154,TUS26069,1,2,03,01,0,01,2,1,0,0,120519,000000,120,2,003
1155,TUS26069,1,2,04,01,0,02,2,1,0,0,120519,000000,120,2,003
1156,TUS26069,1,2,05,01,0,02,1,1,0,0,130519,000000,120,2,003
1157,TUS26069,1,2,06,01,0,02,2,1,0,0,130519,000000,120,2,003
1158,TUS26069,1,2,07,01,0,02,2,1,0,0,140519,000000,120,2,003
1159,TUS26069,1,2,08,01,0,02,2,1,0,0,140519,000000,120,2,003
1160,TUS26069,1,2,09,01,0,01,2,1,0,0,150519,000000,120,2,003
1161,TUS26069,1,2,10,01,0,02,2,1,0,0,150519,000000,120,2,003
1162,TUS26069,1,2,11,01,0,01,2,1,0,0,160519,000000,120,2,003
1163,TUS26069,1,2,12,01,0,02,2,1,0,0,160519,000000,120,2,003
1164,TUS26069,1,2,13,01,0,02,2,1,0,0,170519,000000,120,2,003
1165,TUS26069,1,2,14,01,0,02,2,1,0,0,170519,000000,120,2,003
