,FSU,Schedule,Survey Year,Sector,NSS-region,State,District,Stratum,Sub-stratum,Sub round,FOD sub region,Sample HHID,Level,Filler,HH size,Religion,Social group,Land Own,Monthly HH expenses A,Impute Home grown B,Wages in Kind C,HH durable spent D,Usual monthly expenses - ABCD,Cooking energy,lighting energy,Washing clothes,Sweeping floor,Dwelling structure,Care giver,NSC,Multiplier
834,TUS21481,106,2019,2,13,1,10,03,01,3,0120,05,3,0,4,2,9,2,20000,0,3000,0,23000,2,1,1,2,3,0,003,0000126079
835,TUS21481,106,2019,2,13,1,10,03,01,3,0120,06,3,0,4,2,9,3,18000,0,0,0,18000,2,1,1,2,3,0,003,0000126079
836,TUS21481,106,2019,2,13,1,10,03,01,3,0120,07,3,0,5,2,9,4,35000,0,1500,0,36500,2,1,1,1,3,0,003,0000126079
837,TUS21481,106,2019,2,13,1,10,03,01,3,0120,08,3,0,3,2,9,1,15000,0,500,0,15500,2,1,1,2,3,0,003,0000126079
838,TUS21481,106,2019,2,13,1,10,03,01,3,0120,09,3,0,4,2,9,3,30000,0,1000,0,31000,2,1,1,1,3,0,003,0000126079
839,TUS21481,106,2019,2,13,1,10,03,01,3,0120,10,3,0,2,2,9,1,7500,0,0,0,7500,2,1,1,2,3,0,003,0000126079
840,TUS21481,106,2019,2,13,1,10,03,01,3,0120,11,3,0,3,2,9,1,9000,0,3000,0,12000,2,1,1,2,3,0,003,0000126079
841,TUS21481,106,2019,2,13,1,10,03,01,3,0120,12,3,0,3,2,9,3,15000,0,600,0,15600,2,1,2,2,3,0,003,0000126079
842,TUS21481,106,2019,2,13,1,10,03,01,3,0120,13,3,0,2,2,9,2,10000,0,500,0,10500,2,1,1,2,3,0,003,0000126079
843,TUS21481,106,2019,2,13,1,10,03,01,3,0120,14,3,0,1,2,9,2,4500,0,300,0,4800,2,1,1,2,3,0,003,0000126079
844,TUS21607,106,2019,2,12,1,19,02,01,4,0111,01,3,0,7,1,2,2,15000,0,0,2500,15208,2,1,1,2,3,2,004,0000026286
845,TUS21607,106,2019,2,12,1,19,02,01,4,0111,02,3,0,4,2,1,1,25000,0,0,0,25000,2,1,1,2,3,2,004,0000026286
846,TUS21607,106,2019,2,12,1,19,02,01,4,0111,03,3,0,6,1,1,2,15000,0,0,0,15000,2,1,2,2,3,2,004,0000026286
847,TUS21607,106,2019,2,12,1,19,02,01,4,0111,04,3,0,2,3,9,2,8000,0,0,5000,8417,2,1,1,2,3,2,004,0000026286
848,TUS21607,106,2019,2,12,1,19,02,01,4,0111,05,3,0,4,2,1,2,7000,0,0,0,7000,2,1,2,2,3,2,004,0000026286
849,TUS21607,106,2019,2,12,1,19,02,01,4,0111,06,3,0,3,2,9,2,5000,0,0,0,5000,1,1,2,2,3,2,004,0000026286
850,TUS21607,106,2019,2,12,1,19,02,01,4,0111,07,3,0,5,1,1,1,15000,0,0,2500,15208,2,1,2,2,3,2,004,0000026286
851,TUS21607,106,2019,2,12,1,19,02,01,4,0111,08,3,0,5,1,9,1,15000,0,0,3400,15283,2,1,1,3,3,2,004,0000026286
852,TUS21607,106,2019,2,12,1,19,02,01,4,0111,09,3,0,2,1,9,2,5000,0,0,0,5000,2,1,2,2,3,2,004,0000026286
853,TUS21607,106,2019,2,12,1,19,02,01,4,0111,10,3,0,4,1,9,2,10000,0,0,15000,11250,2,1,1,2,3,2,004,0000026286
854,TUS21607,106,2019,2,12,1,19,02,01,4,0111,11,3,0,6,1,9,2,25000,0,0,0,25000,2,1,1,2,3,2,004,0000026286
855,TUS21607,106,2019,2,12,1,19,02,01,4,0111,12,3,0,2,1,2,2,15000,0,0,0,15000,2,1,2,2,2,2,004,0000026286
856,TUS21607,106,2019,2,12,1,19,02,01,4,0111,13,3,0,4,1,9,2,7000,0,0,1500,7125,2,1,2,2,3,2,004,0000026286
857,TUS21607,106,2019,2,12,1,19,02,01,4,0111,14,3,0,4,1,3,1,7000,0,0,0,7000,2,1,2,2,2,2,004,0000026286
858,TUS21914,106,2019,2,14,1,3,01,01,4,0120,01,3,0,1,6,1,3,8000,700,500,5500,9658,2,1,2,2,3,0,004,0000005679
859,TUS21914,106,2019,2,14,1,3,01,01,4,0120,02,3,0,3,6,1,2,7000,500,400,8000,8567,2,1,2,2,3,0,004,0000005679
860,TUS21914,106,2019,2,14,1,3,01,01,4,0120,03,3,0,4,6,1,3,12000,400,500,13500,14025,2,1,2,2,3,0,004,0000005679
861,TUS21914,106,2019,2,14,1,3,01,01,4,0120,04,3,0,3,6,1,3,15000,500,400,23000,17817,2,1,1,2,3,0,004,0000005679
862,TUS21914,106,2019,2,14,1,3,01,01,4,0120,05,3,0,4,6,1,1,12500,200,300,15000,14250,2,1,1,2,3,0,004,0000005679
863,TUS21914,106,2019,2,14,1,3,01,01,4,0120,06,3,0,3,6,1,2,13000,400,300,8000,14367,2,1,2,2,3,0,004,0000005679
864,TUS21914,106,2019,2,14,1,3,01,01,4,0120,07,3,0,5,2,1,4,15000,500,500,5000,16417,2,1,1,2,3,2,004,0000005679
865,TUS21914,106,2019,2,14,1,3,01,01,4,0120,08,3,0,2,6,1,1,7500,150,200,4500,8225,2,1,1,2,3,0,004,0000005679
866,TUS21914,106,2019,2,14,1,3,01,01,4,0120,09,3,0,4,6,1,1,9000,400,250,10000,10483,2,1,2,2,3,2,004,0000005679
867,TUS21914,106,2019,2,14,1,3,01,01,4,0120,10,3,0,3,6,1,2,12000,200,400,5600,13067,2,1,2,2,3,0,004,0000005679
868,TUS21914,106,2019,2,14,1,3,01,01,4,0120,11,3,0,5,6,1,4,7000,800,300,8500,8808,2,1,2,2,2,0,004,0000005679
869,TUS21914,106,2019,2,14,1,3,01,01,4,0120,12,3,0,1,6,1,3,7500,500,250,12500,9292,2,1,1,2,3,0,004,0000005679
870,TUS21914,106,2019,2,14,1,3,01,01,4,0120,13,3,0,3,6,1,3,12500,350,400,15000,14500,2,1,1,2,3,0,004,0000005679
871,TUS21914,106,2019,2,14,1,3,01,01,4,0120,14,3,0,3,6,1,3,14500,400,500,17000,16817,2,1,1,2,3,0,004,0000005679
872,TUS22001,106,2019,2,11,1,21,01,01,2,0110,01,3,0,4,1,2,1,20000,0,0,0,20000,2,1,1,2,3,2,004,0000244993
873,TUS22001,106,2019,2,11,1,21,01,01,2,0110,02,3,0,4,1,2,3,19500,500,0,0,20000,2,1,2,2,3,1,004,0000244993
874,TUS22001,106,2019,2,11,1,21,01,01,2,0110,03,3,0,1,1,9,1,16000,0,0,0,16000,19,1,2,2,3,0,004,0000244993
875,TUS22001,106,2019,2,11,1,21,01,01,2,0110,04,3,0,1,2,9,1,15000,0,0,0,15000,19,1,2,2,3,0,004,0000244993
876,TUS22001,106,2019,2,11,1,21,01,01,2,0110,05,3,0,1,2,9,1,13000,0,1000,0,14000,19,1,2,2,3,0,004,0000244993
877,TUS22001,106,2019,2,11,1,21,01,01,2,0110,06,3,0,1,1,9,3,11000,0,400,0,11400,19,1,2,2,3,0,004,0000244993
878,TUS22001,106,2019,2,11,1,21,01,01,2,0110,07,3,0,1,1,2,1,11000,0,1000,0,12000,19,1,2,2,3,0,004,0000244993
879,TUS22001,106,2019,2,11,1,21,01,01,2,0110,08,3,0,1,1,1,1,10000,200,500,0,10700,19,1,2,2,3,0,004,0000244993
880,TUS22001,106,2019,2,11,1,21,01,01,2,0110,09,3,0,1,1,3,6,19000,2000,1000,0,22000,19,1,2,2,3,0,004,0000244993
881,TUS22001,106,2019,2,11,1,21,01,01,2,0110,10,3,0,1,2,9,1,14000,0,1000,0,15000,19,1,2,2,3,0,004,0000244993
882,TUS22001,106,2019,2,11,1,21,01,01,2,0110,11,3,0,1,1,9,4,10000,600,200,6000,11300,19,1,2,2,3,0,004,0000244993
883,TUS22001,106,2019,2,11,1,21,01,01,2,0110,12,3,0,4,2,9,2,16000,1250,0,0,17250,2,1,2,2,3,2,004,0000244993
884,TUS22001,106,2019,2,11,1,21,01,01,2,0110,13,3,0,1,1,9,1,10500,0,0,0,10500,19,1,2,2,3,0,004,0000244993
885,TUS22001,106,2019,2,11,1,21,01,01,2,0110,14,3,0,1,1,9,4,10400,600,0,0,11000,19,1,2,2,3,0,004,0000244993
886,TUS22047,106,2019,2,11,1,21,03,01,4,0110,01,3,0,5,1,9,4,20000,0,0,0,20000,2,1,1,2,3,2,004,0000320407
887,TUS22047,106,2019,2,11,1,21,03,01,4,0110,02,3,0,2,1,9,6,25000,2000,0,0,27000,2,1,1,2,3,2,004,0000320407
888,TUS22047,106,2019,2,11,1,21,03,01,4,0110,03,3,0,4,1,9,3,35000,0,0,0,35000,2,1,1,3,3,2,004,0000320407
889,TUS22047,106,2019,2,11,1,21,03,01,4,0110,04,3,0,2,1,9,2,40000,0,200,0,40200,2,1,1,2,3,2,004,0000320407
890,TUS22047,106,2019,2,11,1,21,03,01,4,0110,05,3,0,3,1,9,2,20000,0,0,0,20000,2,1,1,2,3,2,004,0000320407
891,TUS22047,106,2019,2,11,1,21,03,01,4,0110,06,3,0,3,1,9,2,15000,0,0,0,15000,2,1,1,2,3,2,004,0000320407
892,TUS22047,106,2019,2,11,1,21,03,01,4,0110,07,3,0,2,1,9,2,15000,0,0,0,15000,2,1,1,2,3,2,004,0000320407
893,TUS22047,106,2019,2,11,1,21,03,01,4,0110,08,3,0,3,1,9,2,7000,0,0,0,7000,2,1,1,2,3,2,004,0000320407
894,TUS22047,106,2019,2,11,1,21,03,01,4,0110,09,3,0,2,1,9,1,20000,0,0,0,20000,2,1,1,2,3,2,004,0000320407
895,TUS22047,106,2019,2,11,1,21,03,01,4,0110,10,3,0,2,1,9,4,15000,0,0,0,15000,2,1,1,2,3,2,004,0000320407
896,TUS22047,106,2019,2,11,1,21,03,01,4,0110,11,3,0,5,1,3,1,10000,0,0,0,10000,1,1,2,2,2,2,004,0000320407
897,TUS22047,106,2019,2,11,1,21,03,01,4,0110,12,3,0,1,1,9,1,10000,0,0,0,10000,2,1,1,2,3,0,004,0000320407
898,TUS22047,106,2019,2,11,1,21,03,01,4,0110,13,3,0,1,9,9,1,3000,0,0,0,3000,1,1,2,2,1,0,004,0000320407
899,TUS22047,106,2019,2,11,1,21,03,01,4,0110,14,3,0,3,1,9,3,0,50000,0,0,50000,2,1,1,2,3,2,004,0000320407
900,TUS22101,106,2019,2,13,1,10,03,01,2,0120,01,3,0,4,2,9,2,30000,0,0,0,30000,2,1,1,1,1,0,003,0000196860
901,TUS22101,106,2019,2,13,1,10,03,01,2,0120,02,3,0,5,2,9,1,20000,0,1000,0,21000,2,1,1,2,3,0,003,0000196860
902,TUS22101,106,2019,2,13,1,10,03,01,2,0120,03,3,0,4,2,9,2,25000,0,0,11000,25917,2,1,1,2,3,0,003,0000196860
903,TUS22101,106,2019,2,13,1,10,03,01,2,0120,04,3,0,5,2,9,1,10000,0,700,5000,11117,2,1,2,2,3,0,003,0000196860
904,TUS22101,106,2019,2,13,1,10,03,01,2,0120,05,3,0,1,2,9,0,25000,0,3100,0,28100,2,1,2,2,3,0,003,0000196860
905,TUS22101,106,2019,2,13,1,10,03,01,2,0120,06,3,0,11,2,9,2,33000,0,1000,17000,35417,2,1,1,1,3,0,003,0000196860
906,TUS22101,106,2019,2,13,1,10,03,01,2,0120,07,3,0,3,2,9,1,10000,0,0,0,10000,2,1,1,2,3,0,003,0000196860
907,TUS22101,106,2019,2,13,1,10,03,01,2,0120,08,3,0,4,2,9,3,15000,0,0,0,15000,2,1,2,2,3,0,003,0000196860
908,TUS22101,106,2019,2,13,1,10,03,01,2,0120,09,3,0,4,2,9,2,12000,0,0,0,12000,2,1,1,2,3,0,003,0000196860
909,TUS22101,106,2019,2,13,1,10,03,01,2,0120,10,3,0,3,2,9,2,21000,0,0,0,21000,2,1,1,2,3,0,003,0000196860
910,TUS22101,106,2019,2,13,1,10,03,01,2,0120,11,3,0,2,2,9,1,6500,0,2500,3200,9267,2,1,2,2,3,0,003,0000196860
911,TUS22101,106,2019,2,13,1,10,03,01,2,0120,12,3,0,5,2,9,2,25000,0,0,0,25000,2,1,1,2,3,2,003,0000196860
912,TUS22101,106,2019,2,13,1,10,03,01,2,0120,13,3,0,5,2,9,1,21000,0,300,1500,21425,2,1,2,2,3,0,003,0000196860
913,TUS22101,106,2019,2,13,1,10,03,01,2,0120,14,3,0,1,2,9,0,2500,0,2900,1000,5483,2,1,2,2,3,0,003,0000196860
914,TUS22407,106,2019,2,12,1,19,02,01,3,0111,01,3,0,5,1,9,3,40000,0,0,2000,40167,2,1,1,2,3,2,004,0000026857
915,TUS22407,106,2019,2,12,1,19,02,01,3,0111,02,3,0,1,1,9,3,30000,0,0,12000,31000,2,1,2,2,3,0,004,0000026857
916,TUS22407,106,2019,2,12,1,19,02,01,3,0111,03,3,0,3,1,9,3,40000,0,0,70000,45833,2,1,1,3,3,2,004,0000026857
917,TUS22407,106,2019,2,12,1,19,02,01,3,0111,04,3,0,4,1,9,3,25000,0,0,0,25000,2,1,2,2,3,1,004,0000026857
918,TUS22407,106,2019,2,12,1,19,02,01,3,0111,05,3,0,4,1,3,4,25000,1,1,40000,28335,2,1,1,2,3,2,004,0000026857
919,TUS22407,106,2019,2,12,1,19,02,01,3,0111,06,3,0,3,1,9,6,20000,0,0,13000,21083,2,1,1,2,3,2,004,0000026857
920,TUS22407,106,2019,2,12,1,19,02,01,3,0111,07,3,0,5,1,9,3,25000,0,0,5000,25417,2,1,1,2,3,2,004,0000026857
921,TUS22407,106,2019,2,12,1,19,02,01,3,0111,08,3,0,2,1,9,3,25000,0,0,42000,28500,2,1,3,3,3,2,004,0000026857
922,TUS22407,106,2019,2,12,1,19,02,01,3,0111,09,3,0,3,1,9,2,15000,0,0,25000,17083,2,1,1,3,3,2,004,0000026857
923,TUS22407,106,2019,2,12,1,19,02,01,3,0111,10,3,0,2,1,9,1,10000,0,0,0,10000,2,1,2,2,3,2,004,0000026857
924,TUS22407,106,2019,2,12,1,19,02,01,3,0111,11,3,0,2,1,9,2,20000,0,0,5000,20417,2,1,1,2,3,2,004,0000026857
925,TUS22407,106,2019,2,12,1,19,02,01,3,0111,12,3,0,3,1,9,3,25000,0,0,45000,28750,2,1,1,3,3,2,004,0000026857
926,TUS22407,106,2019,2,12,1,19,02,01,3,0111,13,3,0,2,1,9,3,25000,0,0,0,25000,2,1,1,3,3,2,004,0000026857
927,TUS22407,106,2019,2,12,1,19,02,01,3,0111,14,3,0,3,1,9,2,25000,0,0,19000,26583,2,1,1,2,3,2,004,0000026857
928,TUS22418,106,2019,2,13,1,8,02,01,1,0122,01,3,0,2,2,9,3,6000,0,0,14000,7167,1,1,2,2,3,0,003,0000049238
929,TUS22418,106,2019,2,13,1,8,02,01,1,0122,02,3,0,2,2,9,3,10000,0,0,9600,10800,2,1,2,2,3,0,003,0000049238
930,TUS22418,106,2019,2,13,1,8,02,01,1,0122,03,3,0,3,2,9,3,15000,0,0,20000,16667,2,1,1,2,3,2,003,0000049238
931,TUS22418,106,2019,2,13,1,8,02,01,1,0122,04,3,0,5,2,9,3,40000,0,0,50000,44167,2,1,1,2,3,0,003,0000049238
932,TUS22418,106,2019,2,13,1,8,02,01,1,0122,05,3,0,6,2,9,3,20000,0,0,8000,20667,2,1,2,2,3,0,003,0000049238
933,TUS22418,106,2019,2,13,1,8,02,01,1,0122,06,3,0,5,2,9,3,20000,200,0,3000,20450,2,1,2,2,3,0,003,0000049238
934,TUS22418,106,2019,2,13,1,8,02,01,1,0122,07,3,0,8,2,9,3,35000,0,0,25000,37083,2,1,1,2,3,0,003,0000049238
935,TUS22418,106,2019,2,13,1,8,02,01,1,0122,08,3,0,7,2,9,3,40000,0,0,15000,41250,2,1,1,2,3,0,003,0000049238
936,TUS22418,106,2019,2,13,1,8,02,01,1,0122,09,3,0,3,2,2,3,8000,300,0,5000,8717,2,1,2,2,3,0,003,0000049238
937,TUS22418,106,2019,2,13,1,8,02,01,1,0122,10,3,0,5,2,2,3,13000,0,0,600,13050,2,1,2,2,3,0,003,0000049238
938,TUS22418,106,2019,2,13,1,8,02,01,1,0122,11,3,0,5,2,9,3,60000,0,0,20000,61667,2,1,1,1,3,0,003,0000049238
939,TUS22418,106,2019,2,13,1,8,02,01,1,0122,12,3,0,3,2,9,2,10000,0,0,1500,10125,2,1,2,2,3,0,003,0000049238
940,TUS22418,106,2019,2,13,1,8,02,01,1,0122,13,3,0,4,2,9,3,7000,0,0,14000,8167,2,1,2,2,3,0,003,0000049238
941,TUS22418,106,2019,2,13,1,8,02,01,1,0122,14,3,0,2,2,9,3,6000,0,0,2000,6167,1,1,2,2,3,0,003,0000049238
942,TUS22509,106,2019,2,13,1,10,03,01,1,0120,01,3,0,5,2,9,1,15000,0,0,6000,15500,2,1,2,2,3,0,003,0000159257
943,TUS22509,106,2019,2,13,1,10,03,01,1,0120,02,3,0,4,2,9,1,8000,0,100,10000,8933,2,1,2,2,3,2,003,0000159257
944,TUS22509,106,2019,2,13,1,10,03,01,1,0120,03,3,0,5,2,9,2,12000,0,0,18000,13500,2,1,1,2,3,2,003,0000159257
945,TUS22509,106,2019,2,13,1,10,03,01,1,0120,04,3,0,3,2,9,2,5500,0,0,5000,5917,2,1,1,2,3,2,003,0000159257
946,TUS22509,106,2019,2,13,1,10,03,01,1,0120,05,3,0,5,2,9,1,30000,0,0,42000,33500,2,1,1,2,3,2,003,0000159257
947,TUS22509,106,2019,2,13,1,10,03,01,1,0120,06,3,0,5,2,9,3,14000,0,0,20000,15667,2,1,1,2,3,2,003,0000159257
948,TUS22509,106,2019,2,13,1,10,03,01,1,0120,07,3,0,3,2,9,1,7000,0,0,5000,7417,2,1,2,2,3,2,003,0000159257
949,TUS22509,106,2019,2,13,1,10,03,01,1,0120,08,3,0,6,2,9,3,32000,0,0,36000,35000,2,1,1,1,3,2,003,0000159257
950,TUS22509,106,2019,2,13,1,10,03,01,1,0120,09,3,0,3,2,9,1,9000,0,0,14000,10167,2,1,1,2,3,2,003,0000159257
951,TUS22509,106,2019,2,13,1,10,03,01,1,0120,10,3,0,6,2,9,3,14000,0,0,18000,15500,2,1,1,2,3,2,003,0000159257
952,TUS22509,106,2019,2,13,1,10,03,01,1,0120,11,3,0,4,2,9,2,9000,0,0,10000,9833,2,1,1,2,3,2,003,0000159257
953,TUS22509,106,2019,2,13,1,10,03,01,1,0120,12,3,0,7,2,9,1,7000,0,0,9000,7750,2,1,1,2,3,2,003,0000159257
954,TUS22509,106,2019,2,13,1,10,03,01,1,0120,13,3,0,3,2,9,3,20000,0,0,20000,21667,2,1,1,2,3,2,003,0000159257
955,TUS22509,106,2019,2,13,1,10,03,01,1,0120,14,3,0,5,2,9,5,30000,0,0,40000,33333,2,1,1,2,3,2,003,0000159257
956,TUS22986,106,2019,2,13,1,2,01,01,2,0120,01,3,0,4,2,9,2,15500,1500,450,3500,17742,2,1,2,2,3,2,003,0000197726
957,TUS22986,106,2019,2,13,1,2,01,01,2,0120,02,3,0,5,2,9,1,12000,0,0,0,12000,2,1,1,2,3,2,003,0000197726
958,TUS22986,106,2019,2,13,1,2,01,01,2,0120,03,3,0,4,2,9,2,12000,0,0,0,12000,2,1,2,2,3,2,003,0000197726
959,TUS22986,106,2019,2,13,1,2,01,01,2,0120,04,3,0,8,2,9,1,25000,0,0,0,25000,2,1,1,2,3,2,003,0000197726
960,TUS22986,106,2019,2,13,1,2,01,01,2,0120,05,3,0,7,2,9,1,18000,0,0,0,18000,2,1,1,2,3,0,003,0000197726
961,TUS22986,106,2019,2,13,1,2,01,01,2,0120,06,3,0,5,2,9,1,13000,0,350,3500,13642,2,1,2,2,3,2,003,0000197726
962,TUS22986,106,2019,2,13,1,2,01,01,2,0120,07,3,0,6,2,9,1,16000,0,550,4000,16883,2,1,1,2,3,2,003,0000197726
963,TUS22986,106,2019,2,13,1,2,01,01,2,0120,08,3,0,4,2,9,1,12000,0,0,0,12000,2,1,1,2,3,2,003,0000197726
964,TUS22986,106,2019,2,13,1,2,01,01,2,0120,09,3,0,7,2,9,2,16000,5000,0,0,21000,2,1,2,2,3,2,003,0000197726
965,TUS22986,106,2019,2,13,1,2,01,01,2,0120,10,3,0,5,2,9,3,16000,5000,0,0,21000,2,1,1,2,3,2,003,0000197726
966,TUS22986,106,2019,2,13,1,2,01,01,2,0120,11,3,0,4,2,9,1,11000,0,0,0,11000,2,1,2,2,3,2,003,0000197726
967,TUS22986,106,2019,2,13,1,2,01,01,2,0120,12,3,0,4,2,9,1,20000,0,0,0,20000,2,1,1,2,3,2,003,0000197726
968,TUS22986,106,2019,2,13,1,2,01,01,2,0120,13,3,0,4,2,9,1,5000,2000,0,0,7000,2,1,1,2,2,0,003,0000197726
969,TUS22986,106,2019,2,13,1,2,01,01,2,0120,14,3,0,4,2,9,1,11000,0,0,0,11000,2,1,2,2,3,2,003,0000197726
970,TUS23013,106,2019,2,14,1,3,01,01,2,0120,01,3,0,1,1,3,0,4000,0,0,0,4000,2,1,2,2,1,0,004,0000010032
971,TUS23013,106,2019,2,14,1,3,01,01,2,0120,02,3,0,4,6,1,1,8000,0,0,2500,8208,2,1,1,2,2,0,004,0000010032
972,TUS23013,106,2019,2,14,1,3,01,01,2,0120,03,3,0,1,1,3,0,4000,0,0,8000,4667,2,1,2,2,1,0,004,0000010032
973,TUS23013,106,2019,2,14,1,3,01,01,2,0120,04,3,0,7,6,1,3,12000,2500,0,14000,15667,2,1,1,2,2,0,004,0000010032
974,TUS23013,106,2019,2,14,1,3,01,01,2,0120,05,3,0,4,6,1,1,6000,0,0,8000,6667,2,1,1,2,2,0,004,0000010032
975,TUS23013,106,2019,2,14,1,3,01,01,2,0120,06,3,0,2,1,3,0,8000,0,0,15000,9250,2,1,2,2,2,0,004,0000010032
976,TUS23013,106,2019,2,14,1,3,01,01,2,0120,07,3,0,2,1,9,0,5000,0,0,0,5000,2,1,2,2,2,0,004,0000010032
977,TUS23013,106,2019,2,14,1,3,01,01,2,0120,08,3,0,3,6,1,2,6000,0,0,0,6000,2,1,2,2,2,0,004,0000010032
978,TUS23013,106,2019,2,14,1,3,01,01,2,0120,09,3,0,4,1,2,0,6000,0,0,8000,6667,2,1,2,2,1,0,004,0000010032
979,TUS23013,106,2019,2,14,1,3,01,01,2,0120,10,3,0,1,1,9,0,6000,0,0,0,6000,2,1,2,2,2,0,004,0000010032
980,TUS23013,106,2019,2,14,1,3,01,01,2,0120,11,3,0,2,6,1,1,6000,0,0,0,6000,2,1,2,2,2,2,004,0000010032
981,TUS23013,106,2019,2,14,1,3,01,01,2,0120,12,3,0,1,1,3,0,5000,0,0,12000,6000,2,1,2,2,2,0,004,0000010032
982,TUS23013,106,2019,2,14,1,3,01,01,2,0120,13,3,0,5,6,1,3,11000,800,0,10000,12633,2,1,1,2,2,0,004,0000010032
983,TUS23013,106,2019,2,14,1,3,01,01,2,0120,14,3,0,4,6,1,3,8000,4000,0,2000,12167,2,1,2,2,2,0,004,0000010032
984,TUS23027,106,2019,2,12,1,19,01,01,2,0111,01,3,0,5,1,9,2,18000,0,400,10000,19233,2,1,1,2,3,2,004,0000099188
985,TUS23027,106,2019,2,12,1,19,01,01,2,0111,02,3,0,8,1,9,4,12500,0,250,5000,13167,2,1,2,2,3,2,004,0000099188
986,TUS23027,106,2019,2,12,1,19,01,01,2,0111,03,3,0,3,1,9,4,15000,0,200,0,15200,2,2,2,2,2,2,004,0000099188
987,TUS23027,106,2019,2,12,1,19,01,01,2,0111,04,3,0,10,1,9,4,14000,0,200,18000,15700,2,1,2,2,3,2,004,0000099188
988,TUS23027,106,2019,2,12,1,19,01,01,2,0111,05,3,0,4,1,9,3,8000,1500,300,5000,10217,2,1,2,2,3,2,004,0000099188
989,TUS23027,106,2019,2,12,1,19,01,01,2,0111,06,3,0,6,1,2,1,8000,0,300,0,8300,2,1,2,2,3,2,004,0000099188
990,TUS23027,106,2019,2,12,1,19,01,01,2,0111,07,3,0,5,1,9,3,10000,0,300,5000,10717,2,1,1,2,3,2,004,0000099188
991,TUS23027,106,2019,2,12,1,19,01,01,2,0111,08,3,0,3,1,9,3,7000,0,150,20000,8817,2,1,2,2,3,2,004,0000099188
992,TUS23027,106,2019,2,12,1,19,01,01,2,0111,09,3,0,4,1,2,1,10000,0,50,8000,10717,2,1,2,2,2,2,004,0000099188
993,TUS23027,106,2019,2,12,1,19,01,01,2,0111,10,3,0,4,1,2,3,10000,0,400,8000,11067,2,1,2,2,2,2,004,0000099188
994,TUS23027,106,2019,2,12,1,19,01,01,2,0111,11,3,0,3,1,9,3,10000,0,300,6000,10800,2,1,2,2,3,2,004,0000099188
995,TUS23027,106,2019,2,12,1,19,01,01,2,0111,12,3,0,4,1,2,4,4000,0,200,6000,4700,2,1,2,2,2,2,004,0000099188
996,TUS23027,106,2019,2,12,1,19,01,01,2,0111,13,3,0,6,1,2,3,8000,0,300,3000,8550,2,1,2,2,3,2,004,0000099188
997,TUS23027,106,2019,2,12,1,19,01,01,2,0111,14,3,0,6,1,2,3,5000,0,400,13000,6483,2,1,2,2,3,2,004,0000099188
998,TUS23073,106,2019,2,12,1,19,02,01,2,0111,01,3,0,4,1,9,5,30000,5000,500,10000,36333,2,1,1,2,2,2,004,0000044857
999,TUS23073,106,2019,2,12,1,19,02,01,2,0111,02,3,0,1,1,9,3,20000,0,200,10000,21033,2,1,3,3,3,0,004,0000044857
1000,TUS23073,106,2019,2,12,1,19,02,01,2,0111,03,3,0,1,1,9,0,5000,3000,50,1500,8175,1,1,2,2,3,0,004,0000044857
1001,TUS23073,106,2019,2,12,1,19,02,01,2,0111,04,3,0,1,1,1,0,2000,0,500,0,2500,2,1,2,2,3,0,004,0000044857
1002,TUS23073,106,2019,2,12,1,19,02,01,2,0111,05,3,0,3,1,9,0,10000,0,100,8000,10767,2,1,2,2,3,2,004,0000044857
1003,TUS23073,106,2019,2,12,1,19,02,01,2,0111,06,3,0,6,6,1,3,15000,0,200,3000,15450,2,1,2,2,2,2,004,0000044857
1004,TUS23073,106,2019,2,12,1,19,02,01,2,0111,07,3,0,4,1,9,4,20000,0,500,5000,20917,2,1,1,2,3,2,004,0000044857
1005,TUS23073,106,2019,2,12,1,19,02,01,2,0111,08,3,0,2,1,2,0,15000,0,200,20000,16867,2,1,1,2,3,2,004,0000044857
1006,TUS23073,106,2019,2,12,1,19,02,01,2,0111,09,3,0,3,1,9,4,25000,0,200,3000,25450,2,1,2,2,3,2,004,0000044857
1007,TUS23073,106,2019,2,12,1,19,02,01,2,0111,10,3,0,4,1,9,0,20000,0,200,10000,21033,2,1,1,2,3,2,004,0000044857
1008,TUS23073,106,2019,2,12,1,19,02,01,2,0111,11,3,0,9,1,9,3,20000,0,1000,10000,21833,2,1,2,2,3,2,004,0000044857
1009,TUS23073,106,2019,2,12,1,19,02,01,2,0111,12,3,0,6,1,9,3,10000,0,200,2000,10367,2,1,2,2,3,2,004,0000044857
1010,TUS23073,106,2019,2,12,1,19,02,01,2,0111,13,3,0,6,1,9,0,15000,0,100,0,15100,2,1,2,2,3,2,004,0000044857
1011,TUS23073,106,2019,2,12,1,19,02,01,2,0111,14,3,0,2,1,9,3,20000,0,200,3000,20450,2,1,2,2,3,2,004,0000044857
1012,TUS23201,106,2019,2,13,1,10,03,02,1,0120,01,3,0,2,2,9,4,10500,0,0,33000,13250,2,1,1,1,3,2,003,0000078476
1013,TUS23201,106,2019,2,13,1,10,03,02,1,0120,02,3,0,1,2,9,1,3000,0,0,8000,3667,2,1,2,2,3,0,003,0000078476
1014,TUS23201,106,2019,2,13,1,10,03,02,1,0120,03,3,0,3,2,9,2,9000,0,0,0,9000,2,1,1,2,3,2,003,0000078476
1015,TUS23201,106,2019,2,13,1,10,03,02,1,0120,04,3,0,4,2,9,3,16500,0,0,0,16500,2,1,1,2,3,2,003,0000078476
