,FSU,Sector,State,NSS-region,District,Stratum,Sub-stratum,Sample HHID,PersonID,Serial no of Activity,Time from,Time to,Multi-activity,Simul-activity,Major-activity,Activity code,Where,Paid-unpaid,Type of enterprise,NSC
58762,21222,2,01,013,08,01,01,11,003,003,08:00,09:00,0,0,1,922,1,01,0,000
58763,21222,2,01,013,08,01,01,11,003,004,09:00,09:30,2,0,1,931,1,01,0,000
58764,21222,2,01,013,08,01,01,11,003,005,09:30,10:00,2,0,1,640,2,01,0,000
58765,21222,2,01,013,08,01,01,11,003,006,10:00,13:00,2,0,1,611,2,01,0,000
58766,21222,2,01,013,08,01,01,11,003,007,13:00,14:00,2,0,1,921,2,01,0,000
58767,21222,2,01,013,08,01,01,11,003,008,14:00,15:30,2,0,1,611,2,01,0,000
58768,21222,2,01,013,08,01,01,11,003,009,15:30,16:00,2,0,1,640,2,01,0,000
58769,21222,2,01,013,08,01,01,11,003,010,16:00,16:30,2,0,1,850,1,01,0,000
58770,21222,2,01,013,08,01,01,11,003,011,16:30,18:30,2,0,1,823,2,01,0,000
58771,21222,2,01,013,08,01,01,11,003,012,18:30,19:00,1,1,1,922,1,01,0,000
58772,21222,2,01,013,08,01,01,11,003,013,18:30,19:00,0,0,2,850,1,01,0,000
58773,21222,2,01,013,08,01,01,11,003,014,19:00,21:00,2,0,1,620,1,01,0,000
58774,21222,2,01,013,08,01,01,11,003,015,21:00,22:00,2,0,1,849,1,01,0,000
58775,21222,2,01,013,08,01,01,11,003,016,22:00,23:00,2,0,1,620,1,01,0,000
58776,21222,2,01,013,08,01,01,11,003,017,23:00,23:30,2,0,1,921,1,01,0,000
58777,21222,2,01,013,08,01,01,11,003,018,23:30,04:00,2,0,1,911,1,01,0,000
58778,21222,2,01,013,08,01,01,11,004,001,04:00,08:00,2,0,1,911,1,01,0,000
58779,21222,2,01,013,08,01,01,11,004,002,08:00,09:00,1,2,2,939,1,01,0,000
58780,21222,2,01,013,08,01,01,11,004,003,08:00,09:00,0,0,1,922,1,01,0,000
58781,21222,2,01,013,08,01,01,11,004,004,09:00,09:30,2,0,1,931,1,01,0,000
58782,21222,2,01,013,08,01,01,11,004,005,09:30,10:00,2,0,1,640,2,01,0,000
58783,21222,2,01,013,08,01,01,11,004,006,10:00,13:00,2,0,1,611,2,01,0,000
58784,21222,2,01,013,08,01,01,11,004,007,13:00,14:00,2,0,1,921,2,01,0,000
58785,21222,2,01,013,08,01,01,11,004,008,14:00,15:30,2,0,1,611,2,01,0,000
58786,21222,2,01,013,08,01,01,11,004,009,15:30,16:00,2,0,1,640,2,01,0,000
58787,21222,2,01,013,08,01,01,11,004,010,16:00,16:30,2,0,1,850,1,01,0,000
58788,21222,2,01,013,08,01,01,11,004,011,16:30,18:30,2,0,1,823,2,01,0,000
58789,21222,2,01,013,08,01,01,11,004,012,18:30,19:00,1,1,1,922,1,01,0,000
58790,21222,2,01,013,08,01,01,11,004,013,18:30,19:00,0,0,2,850,1,01,0,000
58791,21222,2,01,013,08,01,01,11,004,014,19:00,21:00,2,0,1,620,1,01,0,000
58792,21222,2,01,013,08,01,01,11,004,015,21:00,22:00,2,0,1,849,1,01,0,000
58793,21222,2,01,013,08,01,01,11,004,016,22:00,23:00,2,0,1,620,1,01,0,000
58794,21222,2,01,013,08,01,01,11,004,017,23:00,23:30,2,0,1,921,1,01,0,000
58795,21222,2,01,013,08,01,01,11,004,018,23:30,04:00,2,0,1,911,1,01,0,000
58796,21222,2,01,013,08,01,01,12,001,001,04:00,07:00,2,0,1,911,1,01,0,000
58797,21222,2,01,013,08,01,01,12,001,002,07:00,07:30,2,0,1,939,1,01,0,000
58798,21222,2,01,013,08,01,01,12,001,003,07:30,08:30,1,2,1,921,1,01,0,000
58799,21222,2,01,013,08,01,01,12,001,004,07:30,08:30,0,0,2,849,1,01,0,000
58800,21222,2,01,013,08,01,01,12,001,005,07:30,08:30,0,0,2,850,1,01,0,000
58801,21222,2,01,013,08,01,01,12,001,006,08:30,09:00,2,0,1,931,1,01,0,000
58802,21222,2,01,013,08,01,01,12,001,007,09:00,10:00,2,0,1,181,2,16,3,000
58803,21222,2,01,013,08,01,01,12,001,008,10:00,13:00,2,0,1,110,2,16,3,000
58804,21222,2,01,013,08,01,01,12,001,009,13:00,13:30,2,0,1,921,2,01,0,000
58805,21222,2,01,013,08,01,01,12,001,010,13:30,17:30,2,0,1,110,2,16,3,000
58806,21222,2,01,013,08,01,01,12,001,011,17:30,18:00,2,0,1,181,2,16,3,000
58807,21222,2,01,013,08,01,01,12,001,012,18:00,19:00,2,0,1,850,1,01,0,000
58808,21222,2,01,013,08,01,01,12,001,013,19:00,20:30,1,1,1,849,1,01,0,000
58809,21222,2,01,013,08,01,01,12,001,014,19:00,20:30,0,0,2,711,1,01,0,000
58810,21222,2,01,013,08,01,01,12,001,015,20:30,21:00,2,0,1,711,1,01,0,000
58811,21222,2,01,013,08,01,01,12,001,016,21:00,22:00,1,1,1,849,1,01,0,000
58812,21222,2,01,013,08,01,01,12,001,017,21:00,22:00,0,0,2,711,1,01,0,000
58813,21222,2,01,013,08,01,01,12,001,018,21:00,22:00,0,0,2,849,1,01,0,000
58814,21222,2,01,013,08,01,01,12,001,019,22:00,22:30,2,0,1,921,1,01,0,000
58815,21222,2,01,013,08,01,01,12,001,020,22:30,23:00,1,1,1,849,1,01,0,000
58816,21222,2,01,013,08,01,01,12,001,021,22:30,23:00,0,0,2,711,1,01,0,000
58817,21222,2,01,013,08,01,01,12,001,022,23:00,04:00,2,0,1,911,1,01,0,000
58818,21222,2,01,013,08,01,01,12,002,001,04:00,06:00,2,0,1,911,1,01,0,000
58819,21222,2,01,013,08,01,01,12,002,002,06:00,07:00,2,0,1,939,1,01,0,000
58820,21222,2,01,013,08,01,01,12,002,003,07:00,08:00,2,0,1,341,1,03,0,000
58821,21222,2,01,013,08,01,01,12,002,004,08:00,09:00,2,0,1,311,1,03,0,000
58822,21222,2,01,013,08,01,01,12,002,005,09:00,10:00,1,2,2,850,1,01,0,000
58823,21222,2,01,013,08,01,01,12,002,006,09:00,10:00,0,0,1,741,1,01,0,000
58824,21222,2,01,013,08,01,01,12,002,007,10:00,12:00,2,0,1,311,1,03,0,000
58825,21222,2,01,013,08,01,01,12,002,008,12:00,13:00,1,1,1,850,1,01,0,000
58826,21222,2,01,013,08,01,01,12,002,009,12:00,13:00,0,0,2,849,1,01,0,000
58827,21222,2,01,013,08,01,01,12,002,010,13:00,13:30,2,0,1,921,1,01,0,000
58828,21222,2,01,013,08,01,01,12,002,011,13:30,14:00,1,2,1,850,1,01,0,000
58829,21222,2,01,013,08,01,01,12,002,012,13:30,14:00,0,0,2,912,1,01,0,000
58830,21222,2,01,013,08,01,01,12,002,013,14:00,15:00,1,2,1,341,1,03,0,000
58831,21222,2,01,013,08,01,01,12,002,014,14:00,15:00,0,0,2,850,1,01,0,000
58832,21222,2,01,013,08,01,01,12,002,015,15:00,17:00,2,0,1,919,1,01,0,000
58833,21222,2,01,013,08,01,01,12,002,016,17:00,18:00,1,1,1,321,1,03,0,000
58834,21222,2,01,013,08,01,01,12,002,017,17:00,18:00,0,0,2,711,1,01,0,000
58835,21222,2,01,013,08,01,01,12,002,018,18:00,18:30,2,0,1,850,1,01,0,000
58836,21222,2,01,013,08,01,01,12,002,019,18:30,20:30,2,0,1,311,1,03,0,000
58837,21222,2,01,013,08,01,01,12,002,020,20:30,21:00,2,0,1,313,1,03,0,000
58838,21222,2,01,013,08,01,01,12,002,021,21:00,21:30,2,0,1,711,1,01,0,000
58839,21222,2,01,013,08,01,01,12,002,022,21:30,22:00,2,0,1,921,1,01,0,000
58840,21222,2,01,013,08,01,01,12,002,023,22:00,22:30,2,0,1,849,1,01,0,000
58841,21222,2,01,013,08,01,01,12,002,024,22:30,04:00,2,0,1,911,1,01,0,000
58842,21222,2,01,013,08,01,01,12,003,001,04:00,08:00,2,0,1,911,1,01,0,000
58843,21222,2,01,013,08,01,01,12,003,002,08:00,09:00,2,0,1,939,1,01,0,000
58844,21222,2,01,013,08,01,01,12,003,003,09:00,09:30,2,0,1,931,1,01,0,000
58845,21222,2,01,013,08,01,01,12,003,004,09:30,10:00,1,2,2,921,1,01,0,000
58846,21222,2,01,013,08,01,01,12,003,005,09:30,10:00,0,0,1,640,2,01,0,000
58847,21222,2,01,013,08,01,01,12,003,006,10:00,13:00,2,0,1,611,2,01,0,000
58848,21222,2,01,013,08,01,01,12,003,007,13:00,13:30,2,0,1,921,2,01,0,000
58849,21222,2,01,013,08,01,01,12,003,008,13:30,14:00,2,0,1,823,2,01,0,000
58850,21222,2,01,013,08,01,01,12,003,009,14:00,15:30,2,0,1,611,2,01,0,000
58851,21222,2,01,013,08,01,01,12,003,010,15:30,16:00,2,0,1,640,2,01,0,000
58852,21222,2,01,013,08,01,01,12,003,011,16:00,16:30,1,1,2,850,1,01,0,000
58853,21222,2,01,013,08,01,01,12,003,012,16:00,16:30,0,0,1,922,1,01,0,000
58854,21222,2,01,013,08,01,01,12,003,013,16:30,18:30,2,0,1,823,2,01,0,000
58855,21222,2,01,013,08,01,01,12,003,014,18:30,19:00,2,0,1,850,1,01,0,000
58856,21222,2,01,013,08,01,01,12,003,015,19:00,21:00,1,1,1,620,1,01,0,000
58857,21222,2,01,013,08,01,01,12,003,016,19:00,21:00,0,0,2,849,1,01,0,000
58858,21222,2,01,013,08,01,01,12,003,017,21:00,21:30,1,1,1,849,1,01,0,000
58859,21222,2,01,013,08,01,01,12,003,018,21:00,21:30,0,0,2,850,1,01,0,000
58860,21222,2,01,013,08,01,01,12,003,019,21:30,22:00,2,0,1,921,1,01,0,000
58861,21222,2,01,013,08,01,01,12,003,020,22:00,23:00,2,0,1,849,1,01,0,000
58862,21222,2,01,013,08,01,01,12,003,021,23:00,04:00,2,0,1,911,1,01,0,000
58863,21222,2,01,013,08,01,01,13,001,001,04:00,06:00,2,0,1,911,1,01,0,000
58864,21222,2,01,013,08,01,01,13,001,002,06:00,06:30,2,0,1,939,1,01,0,000
58865,21222,2,01,013,08,01,01,13,001,003,06:30,07:00,1,2,1,849,1,01,0,000
58866,21222,2,01,013,08,01,01,13,001,004,06:30,07:00,0,0,2,850,1,01,0,000
58867,21222,2,01,013,08,01,01,13,001,005,07:00,08:00,2,0,1,411,1,02,0,000
58868,21222,2,01,013,08,01,01,13,001,006,08:00,08:30,2,0,1,931,1,01,0,000
58869,21222,2,01,013,08,01,01,13,001,007,08:30,09:00,2,0,1,181,2,16,3,000
58870,21222,2,01,013,08,01,01,13,001,008,09:00,13:00,2,0,1,110,2,16,3,000
58871,21222,2,01,013,08,01,01,13,001,009,13:00,13:30,2,0,1,921,2,01,0,000
58872,21222,2,01,013,08,01,01,13,001,010,13:30,17:00,2,0,1,110,2,16,3,000
58873,21222,2,01,013,08,01,01,13,001,011,17:00,17:30,2,0,1,181,2,16,3,000
58874,21222,2,01,013,08,01,01,13,001,012,17:30,18:00,1,1,1,921,1,01,0,000
58875,21222,2,01,013,08,01,01,13,001,013,17:30,18:00,0,0,2,850,1,01,0,000
58876,21222,2,01,013,08,01,01,13,001,014,18:00,19:00,2,0,1,411,1,02,0,000
58877,21222,2,01,013,08,01,01,13,001,015,19:00,20:00,1,2,1,842,1,01,0,000
58878,21222,2,01,013,08,01,01,13,001,016,19:00,20:00,0,0,2,849,1,01,0,000
58879,21222,2,01,013,08,01,01,13,001,017,20:00,20:30,1,1,1,411,1,02,0,000
58880,21222,2,01,013,08,01,01,13,001,018,20:00,20:30,0,0,2,711,1,01,0,000
58881,21222,2,01,013,08,01,01,13,001,019,20:30,22:00,1,2,2,850,1,01,0,000
58882,21222,2,01,013,08,01,01,13,001,020,20:30,22:00,0,0,1,413,1,02,0,000
58883,21222,2,01,013,08,01,01,13,001,021,20:30,22:00,0,0,2,849,1,01,0,000
58884,21222,2,01,013,08,01,01,13,001,022,22:00,23:30,1,1,1,921,1,01,0,000
58885,21222,2,01,013,08,01,01,13,001,023,22:00,23:30,0,0,2,711,1,01,0,000
58886,21222,2,01,013,08,01,01,13,001,024,23:30,04:00,2,0,1,911,1,01,0,000
58887,21222,2,01,013,08,01,01,13,002,001,04:00,05:30,2,0,1,911,1,01,0,000
58888,21222,2,01,013,08,01,01,13,002,002,05:30,07:00,1,2,2,939,1,01,0,000
58889,21222,2,01,013,08,01,01,13,002,003,05:30,07:00,0,0,1,311,1,03,0,000
58890,21222,2,01,013,08,01,01,13,002,004,07:00,08:00,1,2,1,922,1,01,0,000
58891,21222,2,01,013,08,01,01,13,002,005,07:00,08:00,0,0,2,711,1,01,0,000
58892,21222,2,01,013,08,01,01,13,002,006,08:00,08:30,2,0,1,311,1,03,0,000
58893,21222,2,01,013,08,01,01,13,002,007,08:30,09:00,2,0,1,321,1,03,0,000
58894,21222,2,01,013,08,01,01,13,002,008,09:00,10:00,2,0,1,850,1,01,0,000
58895,21222,2,01,013,08,01,01,13,002,009,10:00,12:00,2,0,1,321,1,03,0,000
58896,21222,2,01,013,08,01,01,13,002,010,12:00,12:30,1,2,1,311,1,03,0,000
58897,21222,2,01,013,08,01,01,13,002,011,12:00,12:30,0,0,2,850,1,01,0,000
58898,21222,2,01,013,08,01,01,13,002,012,12:30,13:00,2,0,1,921,1,01,0,000
58899,21222,2,01,013,08,01,01,13,002,013,13:00,13:30,2,0,1,850,1,01,0,000
58900,21222,2,01,013,08,01,01,13,002,014,13:30,15:30,2,0,1,842,1,01,0,000
58901,21222,2,01,013,08,01,01,13,002,015,15:30,16:00,2,0,1,849,1,01,0,000
58902,21222,2,01,013,08,01,01,13,002,016,16:00,17:00,1,2,1,313,1,03,0,000
58903,21222,2,01,013,08,01,01,13,002,017,16:00,17:00,0,0,2,912,1,01,0,000
58904,21222,2,01,013,08,01,01,13,002,018,17:00,19:00,1,2,1,411,1,02,0,000
58905,21222,2,01,013,08,01,01,13,002,019,17:00,19:00,0,0,2,849,1,01,0,000
58906,21222,2,01,013,08,01,01,13,002,020,19:00,21:00,2,0,1,311,1,03,0,000
58907,21222,2,01,013,08,01,01,13,002,021,21:00,21:30,2,0,1,850,1,01,0,000
58908,21222,2,01,013,08,01,01,13,002,022,21:30,22:00,2,0,1,921,1,01,0,000
58909,21222,2,01,013,08,01,01,13,002,023,22:00,22:30,2,0,1,711,1,01,0,000
58910,21222,2,01,013,08,01,01,13,002,024,22:30,04:00,2,0,1,911,1,01,0,000
58911,21222,2,01,013,08,01,01,13,003,001,04:00,08:00,2,0,1,911,1,01,0,000
58912,21222,2,01,013,08,01,01,13,003,002,08:00,09:00,1,2,1,939,1,01,0,000
58913,21222,2,01,013,08,01,01,13,003,003,08:00,09:00,0,0,2,850,1,01,0,000
58914,21222,2,01,013,08,01,01,13,003,004,09:00,09:30,2,0,1,931,1,01,0,000
58915,21222,2,01,013,08,01,01,13,003,005,09:30,10:00,2,0,1,640,2,01,0,000
58916,21222,2,01,013,08,01,01,13,003,006,10:00,15:30,2,0,1,611,2,01,0,000
58917,21222,2,01,013,08,01,01,13,003,007,15:30,16:00,2,0,1,640,2,01,0,000
58918,21222,2,01,013,08,01,01,13,003,008,16:00,16:30,1,1,2,850,1,01,0,000
58919,21222,2,01,013,08,01,01,13,003,009,16:00,16:30,0,0,1,921,1,01,0,000
58920,21222,2,01,013,08,01,01,13,003,010,16:30,18:30,1,2,1,620,1,01,0,000
58921,21222,2,01,013,08,01,01,13,003,011,16:30,18:30,0,0,2,849,1,01,0,000
58922,21222,2,01,013,08,01,01,13,003,012,18:30,19:00,2,0,1,831,1,01,0,000
58923,21222,2,01,013,08,01,01,13,003,013,19:00,20:00,1,1,1,620,1,01,0,000
58924,21222,2,01,013,08,01,01,13,003,014,19:00,20:00,0,0,2,849,1,01,0,000
58925,21222,2,01,013,08,01,01,13,003,015,20:00,20:30,1,2,1,850,1,01,0,000
58926,21222,2,01,013,08,01,01,13,003,016,20:00,20:30,0,0,2,711,1,01,0,000
58927,21222,2,01,013,08,01,01,13,003,017,20:30,21:00,2,0,1,849,1,01,0,000
58928,21222,2,01,013,08,01,01,13,003,018,21:00,21:30,2,0,1,850,1,01,0,000
58929,21222,2,01,013,08,01,01,13,003,019,21:30,22:00,2,0,1,921,1,01,0,000
58930,21222,2,01,013,08,01,01,13,003,020,22:00,23:00,2,0,1,620,1,01,0,000
58931,21222,2,01,013,08,01,01,13,003,021,23:00,04:00,2,0,1,911,1,01,0,000
58932,21222,2,01,013,08,01,01,13,005,001,04:00,08:00,2,0,1,911,1,01,0,000
58933,21222,2,01,013,08,01,01,13,005,002,08:00,09:00,1,2,2,939,1,01,0,000
58934,21222,2,01,013,08,01,01,13,005,003,08:00,09:00,0,0,1,921,1,01,0,000
58935,21222,2,01,013,08,01,01,13,005,004,09:00,09:30,2,0,1,931,1,01,0,000
58936,21222,2,01,013,08,01,01,13,005,005,09:30,10:00,2,0,1,640,2,01,0,000
58937,21222,2,01,013,08,01,01,13,005,006,10:00,13:00,2,0,1,611,2,01,0,000
58938,21222,2,01,013,08,01,01,13,005,007,13:00,14:00,2,0,1,921,2,01,0,000
58939,21222,2,01,013,08,01,01,13,005,008,14:00,16:00,2,0,1,611,2,01,0,000
58940,21222,2,01,013,08,01,01,13,005,009,16:00,16:30,2,0,1,640,2,01,0,000
58941,21222,2,01,013,08,01,01,13,005,010,16:30,17:00,1,1,2,850,1,01,0,000
58942,21222,2,01,013,08,01,01,13,005,011,16:30,17:00,0,0,1,922,1,01,0,000
58943,21222,2,01,013,08,01,01,13,005,012,17:00,18:30,2,0,1,620,1,01,0,000
58944,21222,2,01,013,08,01,01,13,005,013,18:30,19:00,2,0,1,849,1,01,0,000
58945,21222,2,01,013,08,01,01,13,005,014,19:00,20:00,1,1,1,850,1,01,0,000
58946,21222,2,01,013,08,01,01,13,005,015,19:00,20:00,0,0,2,711,1,01,0,000
58947,21222,2,01,013,08,01,01,13,005,016,20:00,21:30,2,0,1,842,1,01,0,000
58948,21222,2,01,013,08,01,01,13,005,017,21:30,22:00,2,0,1,849,1,01,0,000
58949,21222,2,01,013,08,01,01,13,005,018,22:00,23:00,1,2,1,921,1,01,0,000
58950,21222,2,01,013,08,01,01,13,005,019,22:00,23:00,0,0,2,850,1,01,0,000
58951,21222,2,01,013,08,01,01,13,005,020,23:00,04:00,2,0,1,911,1,01,0,000
58952,21222,2,01,013,08,01,01,14,001,001,04:00,07:00,2,0,1,911,1,01,0,000
58953,21222,2,01,013,08,01,01,14,001,002,07:00,07:30,2,0,1,939,1,01,0,000
58954,21222,2,01,013,08,01,01,14,001,003,07:30,08:00,2,0,1,849,1,01,0,000
58955,21222,2,01,013,08,01,01,14,001,004,08:00,08:30,2,0,1,931,1,01,0,000
58956,21222,2,01,013,08,01,01,14,001,005,08:30,09:00,2,0,1,181,2,16,3,000
58957,21222,2,01,013,08,01,01,14,001,006,09:00,13:00,2,0,1,110,2,16,3,000
58958,21222,2,01,013,08,01,01,14,001,007,13:00,14:00,2,0,1,921,2,01,0,000
58959,21222,2,01,013,08,01,01,14,001,008,14:00,17:00,2,0,1,110,2,16,3,000
58960,21222,2,01,013,08,01,01,14,001,009,17:00,18:00,2,0,1,181,2,16,3,000
58961,21222,2,01,013,08,01,01,14,001,010,18:00,19:00,1,1,2,850,1,01,0,000
58962,21222,2,01,013,08,01,01,14,001,011,18:00,19:00,0,0,1,922,1,01,0,000
58963,21222,2,01,013,08,01,01,14,001,012,19:00,20:00,1,2,1,849,1,01,0,000
58964,21222,2,01,013,08,01,01,14,001,013,19:00,20:00,0,0,2,711,1,01,0,000
58965,21222,2,01,013,08,01,01,14,001,014,20:00,20:30,2,0,1,850,1,01,0,000
58966,21222,2,01,013,08,01,01,14,001,015,20:30,21:30,1,2,1,413,1,02,0,000
58967,21222,2,01,013,08,01,01,14,001,016,20:30,21:30,0,0,2,849,1,01,0,000
58968,21222,2,01,013,08,01,01,14,001,017,21:30,22:00,2,0,1,921,1,01,0,000
58969,21222,2,01,013,08,01,01,14,001,018,22:00,04:00,2,0,1,911,1,01,0,000
58970,21222,2,01,013,08,01,01,14,002,001,04:00,06:00,2,0,1,911,1,01,0,000
58971,21222,2,01,013,08,01,01,14,002,002,06:00,07:00,1,2,1,939,1,01,0,000
58972,21222,2,01,013,08,01,01,14,002,003,06:00,07:00,0,0,2,741,1,01,0,000
58973,21222,2,01,013,08,01,01,14,002,004,07:00,08:00,1,2,1,311,1,03,0,000
58974,21222,2,01,013,08,01,01,14,002,005,07:00,08:00,0,0,2,313,1,03,0,000
58975,21222,2,01,013,08,01,01,14,002,006,08:00,10:00,2,0,1,311,1,03,0,000
58976,21222,2,01,013,08,01,01,14,002,007,10:00,11:00,2,0,1,850,1,01,0,000
58977,21222,2,01,013,08,01,01,14,002,008,11:00,11:30,2,0,1,921,1,01,0,000
58978,21222,2,01,013,08,01,01,14,002,009,11:30,12:30,1,1,1,711,1,01,0,000
58979,21222,2,01,013,08,01,01,14,002,010,11:30,12:30,0,0,2,850,1,01,0,000
58980,21222,2,01,013,08,01,01,14,002,011,12:30,13:00,2,0,1,313,1,03,0,000
58981,21222,2,01,013,08,01,01,14,002,012,13:00,15:00,2,0,1,911,1,01,0,000
58982,21222,2,01,013,08,01,01,14,002,013,15:00,15:30,2,0,1,849,1,01,0,000
58983,21222,2,01,013,08,01,01,14,002,014,15:30,17:30,1,2,2,341,1,03,0,000
58984,21222,2,01,013,08,01,01,14,002,015,15:30,17:30,0,0,1,321,1,03,0,000
58985,21222,2,01,013,08,01,01,14,002,016,17:30,18:30,1,2,2,850,1,01,0,000
58986,21222,2,01,013,08,01,01,14,002,017,17:30,18:30,0,0,1,842,1,01,0,000
58987,21222,2,01,013,08,01,01,14,002,018,18:30,20:30,2,0,1,311,1,03,0,000
58988,21222,2,01,013,08,01,01,14,002,019,20:30,21:30,2,0,1,842,1,01,0,000
58989,21222,2,01,013,08,01,01,14,002,020,21:30,22:00,2,0,1,921,1,01,0,000
58990,21222,2,01,013,08,01,01,14,002,021,22:00,04:00,2,0,1,911,1,01,0,000
58991,21222,2,01,013,08,01,01,14,003,001,04:00,08:00,2,0,1,911,1,01,0,000
58992,21222,2,01,013,08,01,01,14,003,002,08:00,09:00,1,2,2,939,1,01,0,000
58993,21222,2,01,013,08,01,01,14,003,003,08:00,09:00,0,0,1,922,1,01,0,000
58994,21222,2,01,013,08,01,01,14,003,004,09:00,09:30,2,0,1,931,1,01,0,000
58995,21222,2,01,013,08,01,01,14,003,005,09:30,10:00,2,0,1,640,2,01,0,000
58996,21222,2,01,013,08,01,01,14,003,006,10:00,13:00,2,0,1,611,2,01,0,000
58997,21222,2,01,013,08,01,01,14,003,007,13:00,14:00,2,0,1,921,2,01,0,000
58998,21222,2,01,013,08,01,01,14,003,008,14:00,15:30,2,0,1,611,2,01,0,000
58999,21222,2,01,013,08,01,01,14,003,009,15:30,16:00,2,0,1,640,2,01,0,000
59000,21222,2,01,013,08,01,01,14,003,010,16:00,19:00,2,0,1,823,1,01,0,000
59001,21222,2,01,013,08,01,01,14,003,011,19:00,19:30,1,1,1,922,1,01,0,000
59002,21222,2,01,013,08,01,01,14,003,012,19:00,19:30,0,0,2,850,1,01,0,000
59003,21222,2,01,013,08,01,01,14,003,013,19:30,21:00,2,0,1,620,1,01,0,000
59004,21222,2,01,013,08,01,01,14,003,014,21:00,22:00,2,0,1,849,1,01,0,000
59005,21222,2,01,013,08,01,01,14,003,015,22:00,22:30,2,0,1,921,1,01,0,000
59006,21222,2,01,013,08,01,01,14,003,016,22:30,04:00,2,0,1,911,1,01,0,000
59007,21269,2,01,011,07,02,01,01,001,001,04:00,06:00,2,0,1,911,1,01,0,000
59008,21269,2,01,011,07,02,01,01,001,002,06:00,07:00,2,0,1,832,2,01,0,000
59009,21269,2,01,011,07,02,01,01,001,003,07:00,07:30,2,0,1,931,1,01,0,000
59010,21269,2,01,011,07,02,01,01,001,004,07:30,08:00,2,0,1,741,1,01,0,000
59011,21269,2,01,011,07,02,01,01,001,005,08:00,08:30,2,0,1,921,1,01,0,000
59012,21269,2,01,011,07,02,01,01,001,006,08:30,09:00,2,0,1,182,2,01,0,000
59013,21269,2,01,011,07,02,01,01,001,007,09:00,12:00,2,0,1,110,2,16,7,000
59014,21269,2,01,011,07,02,01,01,001,008,12:00,12:30,2,0,1,142,2,16,7,000
59015,21269,2,01,011,07,02,01,01,001,009,12:30,15:00,2,0,1,110,2,16,7,000
59016,21269,2,01,011,07,02,01,01,001,010,15:00,15:30,2,0,1,182,2,01,0,000
59017,21269,2,01,011,07,02,01,01,001,011,15:30,16:00,2,0,1,921,1,01,0,000
59018,21269,2,01,011,07,02,01,01,001,012,16:00,18:00,2,0,1,110,2,16,7,000
59019,21269,2,01,011,07,02,01,01,001,013,18:00,20:00,2,0,1,850,1,01,0,000
59020,21269,2,01,011,07,02,01,01,001,014,20:00,20:30,2,0,1,921,1,01,0,000
59021,21269,2,01,011,07,02,01,01,001,015,20:30,21:00,1,1,1,842,1,01,0,000
59022,21269,2,01,011,07,02,01,01,001,016,20:30,21:00,0,0,2,711,1,01,0,000
59023,21269,2,01,011,07,02,01,01,001,017,21:00,04:00,2,0,1,911,1,01,0,000
59024,21269,2,01,011,07,02,01,01,002,001,04:00,07:00,2,0,1,911,1,01,0,000
59025,21269,2,01,011,07,02,01,01,002,002,07:00,07:30,2,0,1,931,1,01,0,000
59026,21269,2,01,011,07,02,01,01,002,003,07:30,08:00,2,0,1,311,1,03,0,000
59027,21269,2,01,011,07,02,01,01,002,004,08:00,09:00,1,2,1,312,1,03,0,000
59028,21269,2,01,011,07,02,01,01,002,005,08:00,09:00,0,0,2,921,1,01,0,000
59029,21269,2,01,011,07,02,01,01,002,006,09:00,10:00,1,2,1,321,1,03,0,000
59030,21269,2,01,011,07,02,01,01,002,007,09:00,10:00,0,0,2,931,1,01,0,000
59031,21269,2,01,011,07,02,01,01,002,008,10:00,13:00,2,0,1,110,2,16,5,000
59032,21269,2,01,011,07,02,01,01,002,009,13:00,14:00,2,0,1,142,2,16,5,000
59033,21269,2,01,011,07,02,01,01,002,010,14:00,18:00,2,0,1,110,2,16,5,000
59034,21269,2,01,011,07,02,01,01,002,011,18:00,19:00,2,0,1,850,1,01,0,000
59035,21269,2,01,011,07,02,01,01,002,012,19:00,20:00,2,0,1,311,1,03,0,000
59036,21269,2,01,011,07,02,01,01,002,013,20:00,20:30,1,2,1,312,1,03,0,000
59037,21269,2,01,011,07,02,01,01,002,014,20:00,20:30,0,0,2,921,1,01,0,000
59038,21269,2,01,011,07,02,01,01,002,015,20:30,21:00,1,2,1,842,1,01,0,000
59039,21269,2,01,011,07,02,01,01,002,016,20:30,21:00,0,0,2,711,1,01,0,000
59040,21269,2,01,011,07,02,01,01,002,017,21:00,21:30,2,0,1,313,1,03,0,000
59041,21269,2,01,011,07,02,01,01,002,018,21:30,04:00,2,0,1,911,1,01,0,000
59042,21269,2,01,011,07,02,01,02,001,001,04:00,08:00,2,0,1,911,1,01,0,000
59043,21269,2,01,011,07,02,01,02,001,002,08:00,08:30,2,0,1,931,1,01,0,000
59044,21269,2,01,011,07,02,01,02,001,003,08:30,09:00,2,0,1,741,1,01,0,000
59045,21269,2,01,011,07,02,01,02,001,004,09:00,11:00,2,0,1,841,1,01,0,000
59046,21269,2,01,011,07,02,01,02,001,005,11:00,11:30,2,0,1,921,1,01,0,000
59047,21269,2,01,011,07,02,01,02,001,006,11:30,12:00,2,0,1,850,1,01,0,000
59048,21269,2,01,011,07,02,01,02,001,007,12:00,13:00,2,0,1,712,2,01,0,000
59049,21269,2,01,011,07,02,01,02,001,008,13:00,16:00,2,0,1,919,1,01,0,000
59050,21269,2,01,011,07,02,01,02,001,009,16:00,16:30,2,0,1,922,1,01,0,000
