,FSU,Sector,State,District,Stratum,Sub-stratum,Sample HHID,PersonID,RelationToHead,Gender,Age,MaritalStatus,Education,PrincipleActivity,Industry of work,NSC,Multiplier
399134,20006,2,27,25,5,4,1,1,1,1,30,2,6,31,41,4,358482
399135,20006,2,27,25,5,4,1,2,2,2,30,2,11,92,,4,358482
399136,20006,2,27,25,5,4,1,3,5,1,4,1,2,,,4,358482
399137,20006,2,27,25,5,4,1,4,5,2,6,1,2,91,,4,358482
399138,20006,2,27,25,5,4,2,1,1,2,40,2,5,31,97,4,358482
399139,20006,2,27,25,5,4,2,2,8,1,23,2,11,31,56,4,358482
399140,20006,2,27,25,5,4,2,3,3,2,22,2,11,31,82,4,358482
399141,20006,2,27,25,5,4,3,1,1,1,60,2,5,51,97,4,358482
399142,20006,2,27,25,5,4,3,2,2,2,45,2,5,51,97,4,358482
399143,20006,2,27,25,5,4,3,3,5,1,27,1,5,97,,4,358482
399144,20006,2,27,25,5,4,4,1,1,2,62,3,1,51,97,4,358482
399145,20006,2,27,25,5,4,4,2,3,1,46,2,3,31,41,4,358482
399146,20006,2,27,25,5,4,4,3,4,2,37,2,3,51,97,4,358482
399147,20006,2,27,25,5,4,4,4,6,1,16,1,5,91,,4,358482
399148,20006,2,27,25,5,4,4,5,6,1,14,1,5,91,,4,358482
399149,20006,2,27,25,5,4,4,6,6,1,10,1,3,91,,4,358482
399150,20006,2,27,25,5,4,4,7,6,2,11,1,1,95,,4,358482
399151,20006,2,27,25,5,4,5,1,1,2,19,1,7,31,82,4,358482
399152,20006,2,27,25,5,4,5,2,7,2,35,2,1,31,97,4,358482
399153,20006,2,27,25,5,4,6,1,1,1,30,2,5,51,41,4,358482
399154,20006,2,27,25,5,4,6,2,2,2,24,2,5,31,97,4,358482
399155,20006,2,27,25,5,4,6,3,7,2,50,3,1,92,,4,358482
399156,20006,2,27,25,5,4,6,4,5,1,8,1,2,91,,4,358482
399157,20006,2,27,25,5,4,6,5,5,1,5,1,2,,,4,358482
399158,20006,2,27,25,5,4,7,1,1,2,29,2,6,92,,4,358482
399159,20006,2,27,25,5,4,7,2,2,1,30,2,5,31,80,4,358482
399160,20006,2,27,25,5,4,7,3,5,1,2,1,1,,,4,358482
399161,20006,2,27,25,5,4,7,4,5,2,1,1,1,,,4,358482
399162,20006,2,27,25,5,4,8,1,1,1,33,2,12,51,41,4,358482
399163,20006,2,27,25,5,4,8,2,2,2,30,2,10,92,,4,358482
399164,20006,2,27,25,5,4,8,3,5,2,7,1,2,91,,4,358482
399165,20006,2,27,25,5,4,8,4,5,2,2,1,1,,,4,358482
399166,20006,2,27,25,5,4,9,1,1,1,35,1,6,31,87,4,358482
399167,20006,2,27,25,5,4,9,2,9,1,18,1,5,31,96,4,358482
399168,20006,2,27,25,5,4,9,3,9,1,18,1,5,31,96,4,358482
399169,20006,2,27,25,5,4,10,1,1,1,29,2,5,31,41,4,358482
399170,20006,2,27,25,5,4,10,2,2,2,27,2,7,91,,4,358482
399171,20006,2,27,25,5,4,10,3,5,2,1,1,1,,,4,358482
399172,20006,2,27,25,5,4,10,4,7,1,65,2,2,51,49,4,358482
399173,20006,2,27,25,5,4,10,5,7,2,55,2,1,51,47,4,358482
399174,20006,2,27,25,5,4,10,6,8,2,30,3,1,51,97,4,358482
399175,20006,2,27,25,5,4,11,1,1,1,35,2,1,51,41,4,358482
399176,20006,2,27,25,5,4,11,2,2,2,25,2,1,31,96,4,358482
399177,20006,2,27,25,5,4,11,3,5,1,5,1,2,,,4,358482
399178,20006,2,27,25,5,4,11,4,5,2,8,1,2,91,,4,358482
399179,20006,2,27,25,5,4,11,5,8,1,30,1,5,51,41,4,358482
399180,20006,2,27,25,5,4,12,1,1,2,35,2,1,31,97,4,358482
399181,20006,2,27,25,5,4,12,2,8,2,60,3,1,51,97,4,358482
399182,20006,2,27,25,5,4,12,3,5,1,10,1,3,91,,4,358482
399183,20006,2,27,25,5,4,12,4,5,2,12,1,3,91,,4,358482
399184,20006,2,27,25,5,4,13,1,1,1,38,2,5,31,32,4,358482
399185,20006,2,27,25,5,4,13,2,2,2,35,2,5,31,97,4,358482
399186,20006,2,27,25,5,4,13,3,5,1,16,1,5,91,,4,358482
399187,20006,2,27,25,5,4,13,4,5,1,14,1,5,91,,4,358482
399188,20006,2,27,25,5,4,14,1,1,1,40,2,5,31,47,4,358482
399189,20006,2,27,25,5,4,14,2,2,2,36,2,5,31,96,4,358482
399190,20006,2,27,25,5,4,14,3,5,1,17,1,6,91,,4,358482
399191,20006,2,27,25,5,4,14,4,5,1,10,1,3,91,,4,358482
399192,20006,2,27,25,5,4,14,5,5,2,18,1,5,91,,4,358482
399193,20101,2,27,22,5,3,1,1,1,2,54,3,6,92,,4,197493
399194,20101,2,27,22,5,3,1,2,5,1,24,1,11,11,68,4,197493
399195,20101,2,27,22,5,3,1,3,5,2,28,1,12,11,86,4,197493
399196,20101,2,27,22,5,3,2,1,1,1,44,2,11,11,43,4,197493
399197,20101,2,27,22,5,3,2,2,2,2,40,2,12,92,,4,197493
399198,20101,2,27,22,5,3,2,3,5,1,16,1,4,91,,4,197493
399199,20101,2,27,22,5,3,3,1,1,1,78,2,6,11,42,4,197493
399200,20101,2,27,22,5,3,3,2,9,1,27,2,2,31,97,4,197493
399201,20101,2,27,22,5,3,3,3,9,2,55,2,2,31,97,4,197493
399202,20101,2,27,22,5,3,4,1,1,1,64,2,11,31,32,4,197493
399203,20101,2,27,22,5,3,4,2,2,2,59,2,6,92,,4,197493
399204,20101,2,27,22,5,3,4,3,4,2,36,3,12,92,,4,197493
399205,20101,2,27,22,5,3,4,4,6,2,5,1,1,,,4,197493
399206,20101,2,27,22,5,3,4,5,5,1,25,1,11,31,30,4,197493
399207,20101,2,27,22,5,3,5,1,1,1,45,2,11,11,90,4,197493
399208,20101,2,27,22,5,3,5,2,2,2,42,2,11,92,,4,197493
399209,20101,2,27,22,5,3,6,1,1,1,73,2,11,11,43,4,197493
399210,20101,2,27,22,5,3,6,2,2,2,70,2,6,92,,4,197493
399211,20101,2,27,22,5,3,6,3,3,1,43,2,11,11,43,4,197493
399212,20101,2,27,22,5,3,6,4,4,2,42,2,11,92,,4,197493
399213,20101,2,27,22,5,3,6,5,6,1,15,1,6,91,,4,197493
399214,20101,2,27,22,5,3,6,6,6,1,5,1,1,,,4,197493
399215,20101,2,27,22,5,3,7,1,1,1,52,3,11,11,46,4,197493
399216,20101,2,27,22,5,3,7,2,9,1,41,2,2,31,97,4,197493
399217,20101,2,27,22,5,3,8,1,1,1,54,2,8,11,45,4,197493
399218,20101,2,27,22,5,3,8,2,2,2,50,2,8,92,,4,197493
399219,20101,2,27,22,5,3,8,3,5,1,29,1,12,31,32,4,197493
399220,20101,2,27,22,5,3,8,4,5,1,24,1,11,11,45,4,197493
399221,20101,2,27,22,5,3,9,1,1,1,81,2,11,94,,4,197493
399222,20101,2,27,22,5,3,9,2,2,2,78,2,6,92,,4,197493
399223,20101,2,27,22,5,3,10,1,1,1,73,2,4,11,42,4,197493
399224,20101,2,27,22,5,3,10,2,2,2,71,2,5,92,,4,197493
399225,20101,2,27,22,5,3,10,3,9,2,17,1,4,31,97,4,197493
399226,20101,2,27,22,5,3,11,1,1,1,59,2,11,11,66,4,197493
399227,20101,2,27,22,5,3,11,2,2,2,57,2,11,92,,4,197493
399228,20101,2,27,22,5,3,11,3,9,2,28,1,5,31,97,4,197493
399229,20101,2,27,22,5,3,12,1,1,1,40,4,8,11,31,4,197493
399230,20101,2,27,22,5,3,12,2,5,1,4,1,1,,,4,197493
399231,20101,2,27,22,5,3,12,3,7,1,64,3,5,94,,4,197493
399232,20101,2,27,22,5,3,13,1,1,1,65,2,11,11,50,4,197493
399233,20101,2,27,22,5,3,13,2,2,2,65,2,11,92,,4,197493
399234,20101,2,27,22,5,3,13,3,3,1,33,2,12,11,50,4,197493
399235,20101,2,27,22,5,3,13,4,4,2,31,2,12,11,50,4,197493
399236,20101,2,27,22,5,3,14,1,1,1,55,2,11,11,32,4,197493
399237,20101,2,27,22,5,3,14,2,2,2,52,2,11,92,,4,197493
399238,20101,2,27,22,5,3,14,3,9,2,40,3,4,31,97,4,197493
399239,20109,2,27,21,4,2,1,1,1,1,42,2,3,31,80,4,177429
399240,20109,2,27,21,4,2,1,2,2,2,40,2,3,93,,4,177429
399241,20109,2,27,21,4,2,1,3,5,1,20,1,6,91,,4,177429
399242,20109,2,27,21,4,2,2,1,1,1,75,3,1,94,,4,177429
399243,20109,2,27,21,4,2,3,1,1,2,65,3,4,92,,4,177429
399244,20109,2,27,21,4,2,3,2,3,1,40,2,5,31,82,4,177429
399245,20109,2,27,21,4,2,3,3,4,2,35,2,5,92,,4,177429
399246,20109,2,27,21,4,2,3,4,6,2,5,1,2,,,4,177429
399247,20109,2,27,21,4,2,4,1,1,1,70,2,5,94,,4,177429
399248,20109,2,27,21,4,2,4,2,2,2,60,2,2,92,,4,177429
399249,20109,2,27,21,4,2,5,1,1,2,78,3,1,92,,4,177429
399250,20109,2,27,21,4,2,5,2,3,2,36,2,1,31,97,4,177429
399251,20109,2,27,21,4,2,5,3,6,1,5,1,2,,,4,177429
399252,20109,2,27,21,4,2,6,1,1,1,35,2,5,31,86,4,177429
399253,20109,2,27,21,4,2,6,2,2,2,30,2,5,92,,4,177429
399254,20109,2,27,21,4,2,6,3,5,1,5,1,2,,,4,177429
399255,20109,2,27,21,4,2,7,1,1,2,45,3,1,92,,4,177429
399256,20109,2,27,21,4,2,7,2,5,1,25,1,5,31,41,4,177429
399257,20109,2,27,21,4,2,8,1,1,1,40,2,5,11,47,4,177429
399258,20109,2,27,21,4,2,9,1,1,2,52,3,1,31,80,4,177429
399259,20109,2,27,21,4,2,10,1,1,2,45,3,1,92,,4,177429
399260,20109,2,27,21,4,2,10,2,5,1,25,1,4,31,24,4,177429
399261,20109,2,27,21,4,2,11,1,1,1,27,1,5,11,47,4,177429
399262,20109,2,27,21,4,2,12,1,1,2,40,3,4,11,96,4,177429
399263,20109,2,27,21,4,2,12,2,5,2,20,1,5,11,96,4,177429
399264,20109,2,27,21,4,2,13,1,1,2,60,3,1,11,96,4,177429
399265,20109,2,27,21,4,2,13,2,6,1,17,1,4,51,42,4,177429
399266,20109,2,27,21,4,2,14,1,1,1,28,1,6,31,56,4,177429
399267,20123,2,27,21,3,1,1,1,1,1,36,2,6,31,29,4,134000
399268,20123,2,27,21,3,1,1,2,2,2,28,2,6,31,53,4,134000
399269,20123,2,27,21,3,1,1,3,5,2,5,1,2,,,4,134000
399270,20123,2,27,21,3,1,1,4,5,2,3,1,1,,,4,134000
399271,20123,2,27,21,3,1,1,5,7,2,55,3,2,92,,4,134000
399272,20123,2,27,21,3,1,2,1,1,2,70,3,1,94,,4,134000
399273,20123,2,27,21,3,1,3,1,1,1,49,2,7,31,20,4,134000
399274,20123,2,27,21,3,1,3,2,2,2,45,2,3,92,,4,134000
399275,20123,2,27,21,3,1,3,3,5,2,16,1,5,91,,4,134000
399276,20123,2,27,21,3,1,4,1,1,1,27,2,2,11,41,4,134000
399277,20123,2,27,21,3,1,4,2,2,2,23,2,6,41,42,4,134000
399278,20123,2,27,21,3,1,4,3,5,1,1,1,1,,,4,134000
399279,20123,2,27,21,3,1,5,1,1,1,47,2,12,31,24,4,134000
399280,20123,2,27,21,3,1,5,2,2,2,44,2,11,92,,4,134000
399281,20123,2,27,21,3,1,5,3,5,1,17,1,6,91,,4,134000
399282,20123,2,27,21,3,1,6,1,1,1,38,2,11,31,20,4,134000
399283,20123,2,27,21,3,1,6,2,2,2,29,2,11,92,,4,134000
399284,20123,2,27,21,3,1,6,3,5,1,5,1,1,,,4,134000
399285,20123,2,27,21,3,1,7,1,1,1,44,2,5,31,10,4,134000
399286,20123,2,27,21,3,1,7,2,2,2,39,2,5,92,,4,134000
399287,20123,2,27,21,3,1,7,3,5,1,17,1,6,91,,4,134000
399288,20123,2,27,21,3,1,8,1,1,1,61,2,2,94,,4,134000
399289,20123,2,27,21,3,1,8,2,2,2,59,2,2,92,,4,134000
399290,20123,2,27,21,3,1,9,1,1,1,42,2,4,11,47,4,134000
399291,20123,2,27,21,3,1,9,2,2,2,40,2,6,92,,4,134000
399292,20123,2,27,21,3,1,9,3,5,1,16,1,5,91,,4,134000
399293,20123,2,27,21,3,1,9,4,5,1,15,1,4,91,,4,134000
399294,20123,2,27,21,3,1,10,1,1,1,33,2,2,31,86,4,134000
399295,20123,2,27,21,3,1,10,2,2,2,29,2,4,92,,4,134000
399296,20123,2,27,21,3,1,10,3,5,1,5,1,1,,,4,134000
399297,20123,2,27,21,3,1,11,1,1,1,45,2,6,11,49,4,134000
399298,20123,2,27,21,3,1,11,2,2,2,34,2,6,92,,4,134000
399299,20123,2,27,21,3,1,12,1,1,2,30,3,3,31,47,4,134000
399300,20123,2,27,21,3,1,12,2,5,1,9,1,2,91,,4,134000
399301,20123,2,27,21,3,1,12,3,5,1,4,1,1,,,4,134000
399302,20123,2,27,21,3,1,13,1,1,1,41,2,5,31,80,4,134000
399303,20123,2,27,21,3,1,13,2,2,2,33,2,5,92,,4,134000
399304,20123,2,27,21,3,1,14,1,1,1,40,2,2,21,56,4,134000
399305,20123,2,27,21,3,1,14,2,2,2,38,2,1,92,,4,134000
399306,20123,2,27,21,3,1,14,3,5,1,10,1,2,91,,4,134000
399307,20202,2,27,9,4,5,1,1,1,1,34,2,8,11,46,4,174964
399308,20202,2,27,9,4,5,1,2,2,2,29,2,12,92,,4,174964
399309,20202,2,27,9,4,5,1,3,5,2,1,1,1,,,4,174964
399310,20202,2,27,9,4,5,1,4,7,2,60,3,5,92,,4,174964
399311,20202,2,27,9,4,5,1,5,8,2,25,1,11,31,86,4,174964
399312,20202,2,27,9,4,5,2,1,1,1,70,2,11,94,,4,174964
399313,20202,2,27,9,4,5,2,2,2,2,65,2,6,92,,4,174964
399314,20202,2,27,9,4,5,3,1,1,1,30,2,12,31,62,4,174964
399315,20202,2,27,9,4,5,3,2,2,2,29,2,11,92,,4,174964
399316,20202,2,27,9,4,5,3,3,5,1,2,1,1,,,4,174964
399317,20202,2,27,9,4,5,3,4,5,2,2,1,1,,,4,174964
399318,20202,2,27,9,4,5,3,5,8,2,21,1,6,91,,4,174964
399319,20202,2,27,9,4,5,4,1,1,1,40,2,6,31,49,4,174964
399320,20202,2,27,9,4,5,4,2,2,2,35,2,3,92,,4,174964
399321,20202,2,27,9,4,5,5,1,1,1,32,2,12,31,62,4,174964
399322,20202,2,27,9,4,5,5,2,2,2,30,2,11,92,,4,174964
399323,20202,2,27,9,4,5,5,3,5,2,3,1,1,,,4,174964
399324,20202,2,27,9,4,5,6,1,1,1,50,2,5,11,41,4,174964
399325,20202,2,27,9,4,5,6,2,2,2,45,2,5,92,,4,174964
399326,20202,2,27,9,4,5,6,3,5,1,25,1,11,11,62,4,174964
399327,20202,2,27,9,4,5,6,4,5,1,21,1,6,91,,4,174964
399328,20202,2,27,9,4,5,6,5,5,2,28,1,12,31,85,4,174964
399329,20202,2,27,9,4,5,7,1,1,1,52,2,1,51,41,4,174964
399330,20202,2,27,9,4,5,7,2,2,2,45,2,4,92,,4,174964
399331,20202,2,27,9,4,5,7,3,5,1,22,1,6,91,,4,174964
399332,20202,2,27,9,4,5,7,4,5,1,19,1,6,91,,4,174964
399333,20202,2,27,9,4,5,8,1,1,1,23,1,6,51,41,4,174964
399334,20202,2,27,9,4,5,8,2,8,1,21,1,6,51,41,4,174964
399335,20202,2,27,9,4,5,8,3,7,2,55,3,1,41,42,4,174964
399336,20202,2,27,9,4,5,9,1,1,1,61,2,6,94,,4,174964
399337,20202,2,27,9,4,5,9,2,2,2,56,2,6,31,86,4,174964
399338,20202,2,27,9,4,5,10,1,1,1,45,2,11,31,13,4,174964
399339,20202,2,27,9,4,5,10,2,2,2,38,2,11,92,,4,174964
399340,20202,2,27,9,4,5,10,3,5,1,14,1,4,91,,4,174964
399341,20202,2,27,9,4,5,11,1,1,1,60,2,11,94,,4,174964
399342,20202,2,27,9,4,5,11,2,2,2,52,2,5,92,,4,174964
399343,20202,2,27,9,4,5,11,3,7,1,90,3,3,97,,4,174964
399344,20202,2,27,9,4,5,12,1,1,1,59,2,8,94,,4,174964
399345,20202,2,27,9,4,5,12,2,2,2,54,2,6,92,,4,174964
399346,20202,2,27,9,4,5,12,3,5,2,15,1,4,91,,4,174964
399347,20202,2,27,9,4,5,13,1,1,1,38,2,12,31,47,4,174964
399348,20202,2,27,9,4,5,13,2,2,2,29,2,12,92,,4,174964
399349,20202,2,27,9,4,5,13,3,5,2,5,1,1,,,4,174964
399350,20202,2,27,9,4,5,14,1,1,1,48,2,6,11,16,4,174964
399351,20202,2,27,9,4,5,14,2,2,2,45,2,5,92,,4,174964
399352,20202,2,27,9,4,5,14,3,5,1,15,1,4,91,,4,174964
399353,20219,2,27,9,1,3,1,1,1,1,61,2,11,31,41,4,106229
399354,20219,2,27,9,1,3,1,2,2,2,57,2,6,92,,4,106229
399355,20219,2,27,9,1,3,1,3,6,2,18,1,5,91,,4,106229
399356,20219,2,27,9,1,3,2,1,1,1,60,2,11,94,,4,106229
399357,20219,2,27,9,1,3,2,2,2,2,50,2,6,92,,4,106229
399358,20219,2,27,9,1,3,2,3,5,1,29,1,12,81,,4,106229
399359,20219,2,27,9,1,3,2,4,5,2,22,1,11,91,,4,106229
399360,20219,2,27,9,1,3,3,1,1,1,40,2,11,31,82,4,106229
399361,20219,2,27,9,1,3,3,2,2,2,38,2,11,92,,4,106229
399362,20219,2,27,9,1,3,3,3,5,1,11,1,3,91,,4,106229
399363,20219,2,27,9,1,3,4,1,1,1,68,2,11,94,,4,106229
399364,20219,2,27,9,1,3,4,2,2,2,54,2,10,92,,4,106229
399365,20219,2,27,9,1,3,4,3,3,1,34,2,11,31,64,4,106229
399366,20219,2,27,9,1,3,4,4,4,2,26,2,11,92,,4,106229
399367,20219,2,27,9,1,3,4,5,6,2,3,1,1,,,4,106229
399368,20219,2,27,9,1,3,4,6,3,1,32,2,11,31,49,4,106229
399369,20219,2,27,9,1,3,4,7,4,2,32,2,11,92,,4,106229
399370,20219,2,27,9,1,3,5,1,1,1,35,2,11,31,86,4,106229
399371,20219,2,27,9,1,3,5,2,2,2,33,2,11,31,85,4,106229
399372,20219,2,27,9,1,3,5,3,5,1,7,1,1,91,,4,106229
399373,20219,2,27,9,1,3,5,4,5,2,7,1,2,91,,4,106229
399374,20219,2,27,9,1,3,6,1,1,1,47,2,11,31,82,4,106229
399375,20219,2,27,9,1,3,6,2,2,2,42,2,5,92,,4,106229
399376,20219,2,27,9,1,3,6,3,5,1,12,1,3,91,,4,106229
399377,20219,2,27,9,1,3,6,4,5,2,17,1,5,91,,4,106229
399378,20219,2,27,9,1,3,7,1,1,2,55,3,6,92,,4,106229
399379,20219,2,27,9,1,3,7,2,5,1,26,1,11,31,68,4,106229
399380,20219,2,27,9,1,3,8,1,1,1,33,2,11,31,21,4,106229
399381,20219,2,27,9,1,3,8,2,2,2,29,2,11,31,86,4,106229
399382,20219,2,27,9,1,3,8,3,5,2,5,1,2,,,4,106229
399383,20219,2,27,9,1,3,9,1,1,1,53,2,4,31,80,4,106229
399384,20219,2,27,9,1,3,9,2,2,2,43,2,1,92,,4,106229
399385,20219,2,27,9,1,3,9,3,5,1,23,1,6,81,,4,106229
399386,20219,2,27,9,1,3,9,4,5,1,22,1,6,81,,4,106229
399387,20219,2,27,9,1,3,10,1,1,1,71,2,5,94,,4,106229
399388,20219,2,27,9,1,3,10,2,2,2,65,2,3,92,,4,106229
399389,20219,2,27,9,1,3,10,3,3,1,44,2,8,31,29,4,106229
399390,20219,2,27,9,1,3,10,4,4,2,36,2,6,92,,4,106229
399391,20219,2,27,9,1,3,10,5,6,1,15,1,4,91,,4,106229
399392,20219,2,27,9,1,3,10,6,6,2,8,1,2,91,,4,106229
399393,20219,2,27,9,1,3,11,1,1,1,48,2,11,31,42,4,106229
399394,20219,2,27,9,1,3,11,2,2,2,43,2,11,11,96,4,106229
399395,20219,2,27,9,1,3,11,3,5,1,14,1,4,91,,4,106229
399396,20219,2,27,9,1,3,12,1,1,1,35,2,4,31,47,4,106229
399397,20219,2,27,9,1,3,12,2,2,2,30,2,7,31,62,4,106229
399398,20219,2,27,9,1,3,12,3,5,1,9,1,2,91,,4,106229
399399,20219,2,27,9,1,3,13,1,1,1,60,2,11,94,,4,106229
399400,20219,2,27,9,1,3,13,2,2,2,52,2,11,92,,4,106229
399401,20219,2,27,9,1,3,13,3,5,2,30,1,12,91,,4,106229
399402,20219,2,27,9,1,3,14,1,1,1,69,2,7,94,,4,106229
399403,20219,2,27,9,1,3,14,2,2,2,63,2,5,92,,4,106229
399404,20219,2,27,9,1,3,14,3,3,1,35,2,12,31,82,4,106229
399405,20219,2,27,9,1,3,14,4,4,2,28,2,11,92,,4,106229
399406,20219,2,27,9,1,3,14,5,6,2,4,1,1,,,4,106229
399407,20219,2,27,9,1,3,14,6,6,2,2,1,1,,,4,106229
399408,20222,2,27,22,5,12,1,1,1,1,59,2,5,31,84,4,140898
399409,20222,2,27,22,5,12,1,2,2,2,53,2,5,93,,4,140898
399410,20222,2,27,22,5,12,1,3,5,1,19,1,6,91,,4,140898
399411,20222,2,27,22,5,12,1,4,5,2,21,1,11,81,,4,140898
399412,20222,2,27,22,5,12,2,1,1,2,41,3,3,94,,4,140898
399413,20222,2,27,22,5,12,2,2,5,1,17,1,5,91,,4,140898
399414,20222,2,27,22,5,12,2,3,5,2,21,1,6,31,84,4,140898
399415,20222,2,27,22,5,12,2,4,5,2,19,1,6,91,,4,140898
399416,20222,2,27,22,5,12,3,1,1,1,34,2,11,31,84,4,140898
399417,20222,2,27,22,5,12,3,2,2,2,24,2,6,93,,4,140898
399418,20222,2,27,22,5,12,3,3,5,1,3,1,1,,,4,140898
399419,20222,2,27,22,5,12,3,4,5,2,1,1,1,,,4,140898
399420,20222,2,27,22,5,12,4,1,1,1,35,2,6,31,84,4,140898
399421,20222,2,27,22,5,12,4,2,2,2,29,2,6,31,86,4,140898
399422,20222,2,27,22,5,12,4,3,5,1,8,1,2,91,,4,140898
399423,20222,2,27,22,5,12,4,4,5,1,0,1,1,,,4,140898
399424,20222,2,27,22,5,12,5,1,1,1,53,2,6,31,84,4,140898
399425,20222,2,27,22,5,12,5,2,2,2,53,2,11,93,,4,140898
399426,20222,2,27,22,5,12,5,3,5,1,22,1,6,81,,4,140898
399427,20222,2,27,22,5,12,5,4,8,2,45,1,3,92,,4,140898
399428,20222,2,27,22,5,12,5,5,8,2,37,1,5,93,,4,140898
399429,20222,2,27,22,5,12,6,1,1,1,39,2,12,31,84,4,140898
399430,20222,2,27,22,5,12,6,2,2,2,29,2,12,93,,4,140898
399431,20222,2,27,22,5,12,6,3,5,1,4,1,2,,,4,140898
399432,20222,2,27,22,5,12,6,4,5,2,4,1,2,,,4,140898
399433,20222,2,27,22,5,12,7,1,1,1,52,2,11,31,86,4,140898
399434,20222,2,27,22,5,12,7,2,2,2,47,2,11,31,85,4,140898
399435,20222,2,27,22,5,12,8,1,1,1,58,2,4,31,84,4,140898
399436,20222,2,27,22,5,12,8,2,2,2,56,2,2,93,,4,140898
399437,20222,2,27,22,5,12,8,3,5,1,22,1,6,91,,4,140898
399438,20222,2,27,22,5,12,8,4,5,2,24,1,11,31,63,4,140898
399439,20222,2,27,22,5,12,8,5,7,2,86,3,1,94,,4,140898
399440,20222,2,27,22,5,12,9,1,1,1,41,2,4,31,86,4,140898
399441,20222,2,27,22,5,12,9,2,2,2,38,2,3,93,,4,140898
399442,20222,2,27,22,5,12,9,3,5,2,17,1,5,91,,4,140898
399443,20222,2,27,22,5,12,9,4,5,2,14,1,3,91,,4,140898
399444,20222,2,27,22,5,12,9,5,5,2,12,1,3,91,,4,140898
399445,20222,2,27,22,5,12,9,6,5,2,9,1,2,91,,4,140898
399446,20222,2,27,22,5,12,10,1,1,1,30,1,11,31,84,4,140898
399447,20222,2,27,22,5,12,10,2,7,2,57,3,5,93,,4,140898
399448,20222,2,27,22,5,12,11,1,1,1,59,2,4,31,69,4,140898
399449,20222,2,27,22,5,12,11,2,2,2,50,2,3,93,,4,140898
399450,20222,2,27,22,5,12,11,3,5,1,24,1,11,31,65,4,140898
399451,20222,2,27,22,5,12,12,1,1,2,28,2,6,93,,4,140898
399452,20222,2,27,22,5,12,12,2,2,1,35,2,12,31,84,4,140898
399453,20222,2,27,22,5,12,13,1,1,1,31,2,6,31,69,4,140898
399454,20222,2,27,22,5,12,13,2,2,2,26,2,5,31,13,4,140898
399455,20222,2,27,22,5,12,13,3,7,1,67,2,3,94,,4,140898
399456,20222,2,27,22,5,12,13,4,7,2,61,2,3,92,,4,140898
399457,20222,2,27,22,5,12,14,1,1,1,50,2,4,31,84,4,140898
399458,20222,2,27,22,5,12,14,2,2,2,46,2,4,93,,4,140898
399459,20222,2,27,22,5,12,14,3,5,1,20,1,6,31,64,4,140898
399460,20222,2,27,22,5,12,14,4,5,2,18,1,5,91,,4,140898
399461,20222,2,27,22,5,12,14,5,7,2,73,3,1,92,,4,140898
399462,20225,2,27,22,5,11,1,1,1,2,72,3,3,92,,4,230379
399463,20225,2,27,22,5,11,1,2,3,1,37,2,2,11,10,4,230379
399464,20225,2,27,22,5,11,1,3,4,2,27,2,11,92,,4,230379
399465,20225,2,27,22,5,11,1,4,6,1,5,1,1,,,4,230379
399466,20225,2,27,22,5,11,1,5,6,2,3,1,1,,,4,230379
399467,20225,2,27,22,5,11,1,6,3,2,44,4,3,11,10,4,230379
399468,20225,2,27,22,5,11,2,1,1,2,70,3,3,94,,4,230379
399469,20225,2,27,22,5,11,2,2,3,1,51,2,3,11,46,4,230379
399470,20225,2,27,22,5,11,2,3,4,2,50,2,11,92,,4,230379
399471,20225,2,27,22,5,11,2,4,6,1,22,1,11,11,46,4,230379
399472,20225,2,27,22,5,11,2,5,6,1,21,1,11,31,63,4,230379
399473,20225,2,27,22,5,11,2,6,8,2,50,3,11,92,,4,230379
399474,20225,2,27,22,5,11,3,1,1,2,60,3,1,92,,4,230379
399475,20225,2,27,22,5,11,3,2,3,2,40,2,11,31,74,4,230379
399476,20225,2,27,22,5,11,3,3,4,1,45,2,11,31,51,4,230379
399477,20225,2,27,22,5,11,3,4,6,1,13,1,3,91,,4,230379
399478,20225,2,27,22,5,11,3,5,6,2,16,1,4,91,,4,230379
399479,20225,2,27,22,5,11,3,6,8,1,40,2,4,31,29,4,230379
399480,20225,2,27,22,5,11,4,1,1,1,70,2,11,94,,4,230379
399481,20225,2,27,22,5,11,4,2,2,2,68,2,3,94,,4,230379
399482,20225,2,27,22,5,11,4,3,3,1,47,2,7,11,18,4,230379
399483,20225,2,27,22,5,11,4,4,4,2,47,2,11,92,,4,230379
399484,20225,2,27,22,5,11,5,1,1,1,49,2,1,41,41,4,230379
399485,20225,2,27,22,5,11,5,2,2,2,40,2,1,41,41,4,230379
399486,20225,2,27,22,5,11,5,3,5,2,18,1,1,11,96,4,230379
399487,20225,2,27,22,5,11,6,1,1,1,40,2,3,31,63,4,230379
399488,20225,2,27,22,5,11,6,2,2,2,38,2,3,92,,4,230379
399489,20225,2,27,22,5,11,6,3,5,1,13,1,3,91,,4,230379
399490,20225,2,27,22,5,11,6,4,5,1,11,1,3,91,,4,230379
399491,20225,2,27,22,5,11,7,1,1,2,46,2,4,92,,4,230379
399492,20225,2,27,22,5,11,7,2,5,1,22,1,11,91,,4,230379
399493,20225,2,27,22,5,11,8,1,1,1,48,2,11,31,62,4,230379
399494,20225,2,27,22,5,11,8,2,2,2,44,2,11,92,,4,230379
399495,20225,2,27,22,5,11,8,3,5,1,18,1,5,91,,4,230379
399496,20225,2,27,22,5,11,8,4,5,2,13,1,4,91,,4,230379
